LogOfSumRCR03-06,LogOfSumRCR07-10
0.719984241,0.898754323
0.777775033,1.009422668
0.30949357,0.208066635
0.773450499,0.945568159
1.212779178,1.483120094
1.169321066,1.355105658
0.751325929,0.915492808
0.62877944,0.846468198
1.348765328,0.995632109
0.707031324,0.304571451
0.92553964,1.11356862
1.046635823,1.419161217
1.734913384,1.581018041
1.104970712,1.62677299
0.945889983,0.938131552
0.712896727,0.934319194
0.467460017,0.561782001
0.927493895,0.613377656
1.811857946,1.528007474
1.122963779,1.07293009
1.436722973,0.387734976
1.085043599,1.32993053
1.245367174,1.300909481
0.559879721,0.619010433
0.914457406,0.938039368
1.917102552,1.545056231
1.195247728,1.052372904
0.823760977,1.231371744
0.981826675,1.632279875
1.958702671,1.941816314
0.977933828,1.107440079
1.278701623,0.811025022
1.157829432,1.0084519
0.468820968,0.084774095
0.759852828,0.723855626
0.664525665,0.635061202
0.796232149,1.422523916
0.84207966,0.521832234
1.429922435,1.130761591
1.296649019,1.020818475
0.660132489,0.630413899
0.799291423,0.729135142
1.087874325,0.941512517
1.110949295,1.22931746
1.455711679,1.196361714
0.991897865,1.114551915
1.316734837,1.363316248
0.862590677,0.858807899
0.857635598,0.727147921
0.91400195,1.0387875
2.045285371,2.284098756
1.118374228,0.855870507
0.660219326,0.503803445
1.226558274,1.20754164
0.84353783,0.970487718
0.867184918,1.01740768
1.118038174,1.243643255
1.017079527,1.503694869
1.081005341,0.612537133
1.726242923,2.017487965
0.692945617,0.785616607
0.717537855,1.1618856
1.0503396,1.164000842
0.562142777,0.725203026
1.032783771,1.037379144
1.221767293,1.128148291
1.220939677,1.058813537
0.869216107,1.355623845
0.540294084,0.306402814
0.670463074,1.088362992
1.004888567,0.998889314
1.254838284,1.501824598
1.898120118,1.451455232
0.814330924,0.651036085
0.895063029,1.026147871
0.787538517,0.59038957
1.518595441,1.680891389
0.990215701,0.927969799
1.08270972,1.038747801
0.753451868,0.764449495
1.254198349,1.517921854
1.300739093,1.456356275
1.057655719,0.671040791
1.183526557,1.049887428
1.899672191,1.625122131
1.269574788,0.775646017
1.342019134,1.36298008
1.05035238,0.797374805
0.861169933,0.603932721
1.221804529,1.210750661
1.062259635,0.910629919
1.272872263,1.020020375
0.727627164,1.038833692
1.125319274,1.032339402
0.951609301,1.030515961
0.970801081,0.827345086
1.178093246,1.151918672
1.086476426,0.912067984
1.312682379,1.191412603
1.89032956,1.757943671
0.80355256,0.983063721
0.685285174,0.558160676
1.097811276,0.647490298
0.876044675,0.820487793
0.743792041,0.831363233
1.060393726,0.770490969
1.393743691,1.267966378
0.531746899,1.263966991
0.653113405,1.139456729
1.209284963,1.373126319
0.931864062,0.78314447
0.910947039,0.578627934
0.596105231,0.757077497
0.66816172,0.561381114
0.937999458,1.101711329
1.10379284,1.451250711
1.426506006,1.482583022
0.839214552,0.542319429
0.558025862,0.564785966
1.320750738,1.006680184
0.413029877,0.472193593
0.958862514,0.446343536
1.045312804,0.858149126
0.879847966,0.746356353
0.820614155,0.944551176
0.975935291,0.586154522
0.665466969,0.609749729
1.145942326,1.484230484
0.986287313,1.251407165
0.79982777,1.023194238
1.628113059,1.132506297
0.776957416,0.920823338
1.252177153,1.118158577
1.14075038,0.829597387
1.371080131,1.295710337
1.450669092,1.567960573
0.805901497,0.592790928
1.079922131,1.012787796
0.987221048,0.867486338
1.224424856,1.225545515
1.03991076,0.943145931
1.043543141,0.92442778
0.871838523,0.930317674
1.122461583,1.14892473
1.378590597,1.121043523
0.860451671,0.760412818
1.292032574,1.160955917
1.023718529,1.082476588
1.452935179,1.07137834
1.372482701,1.346155817
1.288503681,1.854825623
0.735061997,0.941692389
0.755200719,0.869662146
0.776225819,1.363339254
1.138821964,0.745380131
1.411281709,1.425960484
1.141515029,1.078580877
1.046452186,0.771857391
1.322209525,1.251101353
0.768834308,0.919062281
0.570222274,0.346052172
1.278258071,1.116000396
0.319485652,0.868352539
0.349115781,0.837892996
0.78610364,0.995735942
0.738246886,0.807864142
1.061947133,0.878348879
1.005061841,0.792165888
1.564822549,1.700637574
0.949211703,1.054743618
1.480081628,1.352002139
0.712404067,0.691305727
1.092176492,1.021003749
1.787824224,1.55100642
0.756085767,0.399635857
0.939530909,0.992727748
0.80060579,0.790985758
1.389695664,1.55958677
1.673135687,1.820832386
0.985157163,0.686962777
1.461573813,1.063816003
1.035573577,0.710142354
0.832369966,0.548489581
0.586987658,1.106444983
1.360467078,0.790676036
1.093714359,0.795705164
1.04717139,0.546522909
1.096139259,1.347518321
1.747085313,1.707419224
1.173349178,0.484637592
1.13431834,1.127178459
0.768767352,1.179191467
1.182706647,0.971174342
1.062568338,0.677357296
1.3277573,1.309567551
0.80345129,1.029422079
0.985241087,0.28233217
0.621383715,0.657373872
1.163982861,1.206784616
1.294727743,1.150573189
0.912339501,0.848204664
1.340440139,1.3821525
0.631291461,0.988889705
0.634936602,1.15047416
0.853298528,0.992170018
1.236624798,1.01830078
0.588195352,1.380572033
1.045209193,0.557997156
1.042357925,1.080649123
0.838417239,0.781782015
1.065571758,0.772449461
1.493594393,1.46642908
1.299433442,1.486939117
1.095691175,0.667982762
0.306392979,0.851596318
1.061014573,0.69257642
0.887979252,0.791676582
1.193132336,1.307359412
1.050186709,1.047007573
1.222479669,1.079292543
1.008835998,1.741363288
1.084902371,0.975213567
0.850932142,1.124703323
0.581235516,0.471237959
1.382979604,1.015697001
0.99846079,0.963443659
1.820294854,1.403601478
1.306399537,0.909739631
1.314120244,1.151725175
0.788712084,0.721861092
1.075135349,0.906436534
1.568095044,0.891126384
0.794829599,0.753136502
1.523008006,1.564538962
1.347169454,1.356385779
1.268820584,1.523397121
0.819133192,1.193011388
0.779858668,0.835978154
0.641946306,1.076082375
0.985300326,0.76843149
0.724956464,1.027744463
1.639844769,1.668664105
0.854111643,1.018741907
0.775928225,0.717148871
1.566153084,1.383785223
1.067736877,0.782105524
1.038264703,1.44495175
1.420350993,1.353987251
1.016127103,0.771037315
0.919165247,1.047411181
0.419588989,0.889135379
1.224689529,1.547396728
0.719598962,0.679241025
0.680189097,0.768944963
0.97432039,1.282859846
1.507594215,1.157052898
0.959923384,0.79940927
0.777923772,0.936519899
1.265949786,1.528649767
1.320558454,1.453102844
0.576633704,0.888750896
0.368748257,0.76598361
0.960640333,1.169675645
1.035004033,1.17792444
0.750386479,1.032020661
0.895406994,0.062152301
1.011072246,1.249283796
1.620223228,1.364543288
1.303257136,0.922257499
1.199595241,1.103110423
1.012826855,1.068946679
1.862539584,1.627958107
0.685545953,0.435653233
1.092995816,1.344901127
0.999111151,1.351209095
1.169661065,1.275885982
1.165473614,1.379563318
0.964762244,0.993910094
1.39703893,1.086495379
0.539172286,0.33407157
1.643273064,1.357560344
0.832813678,1.176649949
1.170231135,0.91446615
1.886971859,1.785738513
1.18261306,0.960710364
0.962536261,1.390586788
0.975023814,0.636602851
0.698380801,0.672586521
1.251780791,1.679836609
1.12594237,1.179393937
1.508849261,1.088150396
0.68922937,1.253227417
1.006630804,0.664287945
1.042657247,1.190928841
1.111942511,1.33182747
1.349339816,0.793111426
0.61474105,0.78884242
0.596230573,1.025411432
0.854510073,1.16751108
1.517265572,1.96412725
0.768667984,0.713873264
1.288473571,1.448733728
1.333145353,1.356283239
1.185878194,1.478055323
0.832079784,0.9413422
0.663220216,0.576780656
1.519136207,1.648984355
0.947438489,0.870603476
1.417622929,1.125564746
0.736173342,0.896762046
0.766473028,1.297270117
0.905448421,0.779379494
0.996718997,0.780055666
0.926403423,0.799262429
0.678428785,0.741865897
0.896021106,1.121597655
0.776266298,0.846315727
1.918496534,1.60555844
1.093742694,0.946123464
1.712499773,1.380033411
0.492367373,0.820769346
0.726274528,0.626818451
0.994847587,1.054759121
1.942518826,1.703435327
0.908750135,0.551319901
1.176624067,1.232552702
1.427752875,1.153705998
0.543439012,0.999518218
1.256643125,0.91539362
1.061417978,0.989168638
0.540588517,1.044052029
1.119891763,1.228735132
1.315833762,1.138825744
1.230936418,1.228551513
0.642280887,0.970964763
0.628787273,1.230705615
0.760886025,0.605104046
1.490968867,1.488371808
1.236247471,0.599562798
1.058479944,1.003077789
1.499290225,0.866981959
1.669456595,1.576885233
0.40502368,0.923775733
1.010801568,0.953954403
1.122140511,1.101047368
1.093167455,0.920594966
0.894650813,0.995610053
1.159754263,1.01358947
1.252125203,1.596257834
1.367641766,1.067544233
0.926180507,0.990996158
0.543134758,0.880471472
0.623843568,0.99381138
0.645115639,0.580170052
0.87096274,0.952736479
1.409899045,1.311004476
0.818074585,0.451882136
1.092413863,0.555020307
1.567505753,1.3255378
0.954386565,0.621137936
0.912793237,0.987385183
0.63511391,0.978352285
0.662826223,0.96060546
1.536854503,1.253952162
1.578541138,1.48568699
0.560787439,1.072963804
0.885073918,0.897908353
1.113224711,1.211153473
0.881611648,1.461820725
0.776505262,0.554818363
1.21923439,1.171314406
1.338388997,1.551367081
1.055239649,0.904198208
0.843091864,0.852353615
0.82512621,1.324087374
1.451410706,1.496059542
0.671647843,0.450276588
1.087822127,0.88525529
2.022472336,2.217739909
0.421691529,0.690585116
1.149183558,1.209565609
1.148665926,1.571731686
0.466946289,0.735825364
1.458686075,1.482849219
1.083205645,0.939182375
1.091404166,1.095159244
1.154431397,0.630465077
1.404406168,1.668591311
0.538981361,0.877540662
0.622615064,0.59380415
0.696599999,0.993220803
1.44846771,1.395821091
1.30867207,1.44741995
0.565213509,0.749254037
0.973580871,1.234430738
0.946946898,1.434016523
0.917553031,1.236324819
1.110086454,1.398878912
0.879497448,0.911433834
1.422198951,0.567397631
1.423355153,1.748316362
1.144058435,1.023740443
0.96933484,0.613680115
1.278273528,1.538364017
1.069856441,0.840132764
0.992845354,0.950581145
0.926786727,0.946985412
1.040431852,0.688224175
1.071971517,1.055338558
0.679950664,0.767125044
1.187031108,1.532483305
0.635235394,0.783327073
0.945901653,1.147443616
0.94089335,1.088214711
1.409044002,0.76604577
1.652270378,1.46448879
1.049614871,1.182799362
1.386911375,1.352916603
0.373249858,0.599831237
1.283257212,1.585985189
1.17836729,1.427310958
1.424819032,1.4056231
1.036604424,1.109985541
0.645358762,0.034470676
0.930417815,1.044972234
0.619574414,0.797043422
0.799365119,0.973760265
1.234996624,1.100055946
1.187218365,0.848710198
1.20091679,1.210726104
0.847729318,1.148292333
0.504286572,0.545265366
1.029799764,0.501767888
0.320469435,0.765187923
1.617628617,1.343755403
1.230525417,1.472158032
1.140225524,1.189993389
1.304615714,0.775368733
0.70238429,0.354141864
1.159986275,0.772175032
0.773719708,0.846975733
0.631306764,0.518914454
1.342015678,1.246251945
1.144337738,1.117667274
0.814579656,0.987050014
0.832390702,0.648145805
0.577716488,0.758213819
0.25439824,0.521033833
1.42679436,1.317358228
1.003896306,0.772589774
1.57086559,1.638185589
1.263836449,1.034134051
1.088327614,0.777254376
1.467078923,1.571435807
0.576600216,0.501475981
1.32467948,1.399612203
0.224353309,0.882578069
1.452767229,1.460982762
1.487277741,1.329457863
1.225954588,1.334791433
1.247511854,1.116370512
1.099358594,1.338189225
0.758926255,0.621860622
0.649343465,0.553563969
1.49050467,1.454295192
0.779992295,0.659228943
0.481051673,0.600002681
1.11928997,1.327992114
0.785765344,0.91889022
1.111658482,1.147241983
1.141571879,1.095558577
1.111857538,1.052968318
0.947557553,0.700672338
0.683876682,0.734419831
2.192566719,1.706848283
1.298212241,1.324968355
1.153075054,1.378955817
0.908917733,0.982541925
1.081144922,0.91919734
1.49578942,1.475596845
2.139345553,1.903197312
1.196866322,0.76104623
1.18043822,1.247361423
1.281165786,1.091010533
0.743960608,0.795957079
0.81014331,0.551587704
2.012809863,2.062168544
0.735814804,1.252521665
0.97787067,1.405774196
1.082235233,0.55899294
1.319660291,1.300946036
0.623498594,1.057234263
1.020482341,0.577670429
0.786401028,1.234070447
1.258340759,1.052727129
1.098188991,1.275893494
0.968169183,0.884262386
1.347159771,1.472191674
0.863706677,1.030660501
0.714726472,0.780705608
1.078470446,0.89933453
0.815146205,0.776413282
0.680407828,0.869077379
0.654018224,0.519433859
0.747913637,1.156044799
0.880984057,0.933928686
1.396088283,1.122968026
0.454784008,0.967985475
1.059107876,1.105431018
1.575828043,1.256388452
0.85808357,0.818291124
0.818862581,0.938591978
0.947890851,0.825269989
1.292013333,0.966626606
0.854520267,1.022318921
1.521166063,1.349001725
1.1267347,1.132408275
0.839698991,0.642790504
1.541125508,1.048236564
0.980970303,0.899632899
1.157291058,0.859404731
0.788312175,0.705234535
1.14218062,1.525476888
1.186588058,0.631429512
1.114600561,0.548911953
1.15933688,1.216718397
1.101186509,1.281915249
1.011861988,1.455323451
1.035671971,0.725791046
0.843021933,0.769422836
0.711197861,0.490764757
1.621666364,1.286368521
0.889651684,0.477786948
0.982944004,1.430800372
0.936789071,0.951057489
0.91738449,0.74649713
