PI RCR,PI JIF
0.549083874,3.704777778
0.83548474,6.838621622
0.468969559,6.39305
0.4106275,4.4302
0.619339262,3.674111111
0.593979809,2.801
0.556325844,4.59975
0.516707264,3.990038462
0.61599119,3.5805
0.485982935,5.98927451
0.449766308,3.828181818
0.475482558,4.174733333
0.507150521,5.37675
0.358023208,2.9876
0.584893389,4.680783784
0.598632913,6.428214286
1.155430209,8.732777778
0.442300524,5.019230769
0.893310583,5.371962963
0.533712134,2.5081875
0.512723376,4.65795
1.004372258,9.15765625
1.115770604,8.3228
0.428947913,3.487851852
0.488732704,6.829294118
0.500313375,4.35675
0.512431415,3.5745625
0.618183432,7.61025
0.771447816,4.187
0.688896704,6.5565
0.440954907,5.3645625
0.40536882,5.781615385
0.556569634,4.558464286
0.412457235,5.33644
0.544973908,3.950736842
0.477138354,4.729923077
0.579049558,7.2005
0.51635411,5.8435
0.505521974,4.948117647
0.833955693,5.964884615
0.459671464,4.6348
0.475180572,3.4631875
0.695235165,3.812125
0.443903907,4.6037
0.517310312,3.598521739
0.583965143,6.3735
0.495374939,6.439090909
0.653027495,3.08034375
0.447200719,4.04756
0.659107781,4.171046512
0.43179878,4.891277778
0.612541252,6.705391304
0.368063203,5.704428571
0.458988216,3.701956522
0.575901842,6.940571429
0.448354452,5.060583333
1.135233013,5.828086957
0.599174986,6.550659091
0.493000299,9.402631579
0.494797861,4.279162162
0.434072565,3.936846154
0.459983633,5.27035
0.635609825,7.951666667
0.539105375,5.328230769
0.506219424,5.608269231
0.461453119,3.635487805
0.820238528,5.667392857
0.867128975,8.72275
0.521872456,4.818789474
0.396654516,3.60408
0.545029793,8.9199
0.466640904,5.131466667
0.598408292,4.78527027
0.554532968,6.89
0.510996353,3.575761905
0.465882392,4.273090909
0.830590454,5.846271186
0.841306085,5.01662069
0.554196476,3.4581875
0.767811741,5.258571429
0.847522954,3.841380952
0.480236557,5.539395833
0.478807947,7.139482759
0.489184611,3.885263158
0.705055662,9.835428571
0.730448108,6.79935
0.45790739,3.205947368
0.586523065,7.428444444
0.49486354,6.7973
0.408427299,6.096166667
0.402784726,4.9884
0.450000976,4.40905
0.537494465,9.103
0.380770226,4.168388889
0.54965578,6.439025
0.486291791,4.34395
0.592220922,5.120315789
0.75383266,3.442863636
0.445331689,6.521966667
0.556166777,3.2926
0.685684481,6.154783333
0.897688028,5.6716
0.5931582,3.964628571
0.557579178,5.666547619
0.671080762,4.827333333
0.590130534,4.761670103
0.491975314,4.93547619
0.497781425,4.117611111
0.588515388,6.74224
0.478937814,5.528434783
0.567514893,3.4309
0.544061416,5.410054054
0.539614341,3.402107143
0.414076845,5.175814815
0.595003944,4.978
0.51548876,6.278526316
0.613522555,2.088892857
0.526736625,6.50932
0.579481782,2.299964912
0.450590364,4.4258
0.655784239,4.1331
0.610137114,3.905
0.799503007,4.74325
0.520907573,3.77655102
0.565089308,5.953190476
0.604527468,3.909954545
0.670286219,4.257678571
0.453375189,3.861928571
0.361936377,4.712309859
0.546573567,7.868666667
0.665333313,3.297541667
0.579106496,8.198863636
0.744716988,5.187766667
0.478807649,5.869928571
1.106875172,6.679066667
0.395714482,3.325
0.674755399,2.534218182
0.565487166,4.70096875
0.54557832,5.488155844
0.432554039,4.762
0.480215738,3.507173913
0.712879724,5.983619048
0.552573046,5.711030303
0.656644018,4.99425
0.467128585,7.998136364
0.473855921,4.3565625
0.961982899,6.11092
0.52720449,8.005230769
0.592095653,6.889705882
0.582075948,4.69662069
0.764617985,4.115846154
0.449447139,4.863681818
0.536849275,5.00405
0.635784778,3.510388889
0.574530828,4.780588235
0.513027883,3.736043478
0.704395224,4.4131875
0.568205874,3.650615385
0.594546077,5.5995625
0.611144984,10.30370588
0.464196502,3.360766667
0.504037343,6.538928571
0.530972913,5.390409091
0.482171098,5.114923077
0.541370117,5.513888889
0.576163014,6.80679661
0.564960807,5.205652174
0.651558357,3.579142857
0.629768335,4.547409091
0.663103609,7.319884615
0.822084204,5.998333333
0.675450865,7.201181818
0.796300059,8.064142857
0.760821813,4.578674419
0.531307064,4.002291667
0.521008677,3.319090909
0.459571522,5.573782609
0.644483568,5.547777778
0.475811341,5.07547619
0.580797357,6.446578947
0.51375383,7.034636364
0.44358313,5.150575758
0.477576755,5.240565217
0.505501904,4.9639375
0.59919632,3.903584906
0.530281086,6.585305556
0.600677989,7.518944444
0.516394731,3.411388889
0.638712674,3.2605625
0.52968277,5.7514
0.640157374,3.901625
0.522359985,7.306714286
0.648910738,4.021619048
0.527307209,4.435259259
0.832051665,11.00575
0.504722656,6.238416667
0.516221431,4.011205882
1.010064084,9.143166667
0.565390689,3.144375
0.519386148,5.391466667
0.518503717,5.406065217
0.555604505,3.254321429
0.67951788,7.511933333
0.584438977,5.689820513
0.75582568,8.055410256
0.720126519,6.3452
0.485008997,5.637809524
0.528515183,5.72532
0.579683727,5.661263158
0.615605777,5.270869565
0.600592181,7.712857143
0.47738307,4.58647619
0.525164323,3.490076923
0.507337401,3.952611111
0.647873572,4.436307692
0.83317895,4.349111111
0.486767569,2.714395349
1.031689893,8.4136
0.569807424,1.370333333
0.458403382,4.684764706
0.557115351,3.715510204
0.592870447,2.837314286
0.533957447,3.7821875
0.880865668,11.1845
0.549227632,6.469291667
0.515707421,4.004
0.731378287,6.04109375
0.795024305,6.579347826
0.63369755,2.618
0.710341123,5.003636364
0.52730467,7.23888
0.775146423,5.321642857
0.512610923,4.4335
0.50110658,2.877088889
0.568313833,7.750764706
0.420192564,3.859428571
0.861623158,2.746215686
0.63132118,10.58661538
0.535521668,4.117857143
0.73394641,6.491388889
0.50854823,3.78853125
0.634791946,6.038035714
0.597459201,4.371073171
0.92313993,7.429884615
0.575338699,3.691135593
0.594956724,5.205462963
0.48799589,3.432842105
0.61412552,3.21062963
0.726384756,4.220515152
0.620355439,4.800173333
0.582483489,10.0527551
0.768784115,3.689
0.522691385,5.508647059
0.512720518,4.31555102
0.514907561,3.1523125
0.53694337,4.3906
0.52429211,4.378619048
0.496339083,4.67435
0.740603398,5.156363636
0.691806837,3.232047619
0.513908769,6.02625
0.873745918,7.877375
0.480234528,8.367026316
0.530039398,4.955694444
0.558581037,11.93806667
0.488389308,5.011333333
0.549066794,3.541708333
0.401347602,2.640642857
0.687636592,4.326875
0.728467161,5.597173913
0.487367164,4.546413793
0.673211475,5.193625
0.519389881,5.066954545
0.572053687,4.578478261
0.692363525,5.553095238
0.523207985,5.29832
0.824619637,8.363190476
0.518197724,4.514277778
0.609857971,2.94525
0.560018857,3.21152
0.582737671,6.997708333
0.544645949,3.59674
0.933141177,5.594709677
1.230625928,14.1355
0.465446903,2.979
0.509696464,3.289421053
0.583584647,6.334095238
0.998145114,9.869823529
1.367872319,5.4333
0.790223561,3.759076923
0.483451423,6.726888889
0.558610167,1.828625
0.469475775,5.67773913
0.67754973,6.00712
0.675467008,4.21716
0.663410067,6.2073
0.728031612,5.693866667
0.542320372,3.546785714
0.589400128,7.884117647
0.625280176,5.19562963
0.699115555,6.110973684
0.588024257,6.565791667
0.553814431,4.59875
0.52165661,2.380808511
0.545535479,5.798631579
0.692863159,6.227888889
0.710512329,3.248029412
0.478311768,4.423777778
0.496572658,12.02447368
0.989835465,7.033521739
0.623665539,3.344833333
0.560291302,5.565633333
0.680692563,4.669066667
0.588635498,4.776026316
0.712081148,3.858710526
0.662766365,5.9775
1.122105327,11.11852381
0.513538475,5.096827586
0.581410246,7.630695652
0.748068313,3.603636364
0.480564706,4.659952381
0.673299987,6.894661538
0.569857957,6.703521739
1.056599765,9.1825
0.458117955,3.683833333
0.649248179,12.89452
0.538827434,5.834954545
0.562875143,5.631
0.658921405,6.04096
0.646827351,4.227821429
0.677899688,2.7714375
0.689725683,6.297
0.729383106,7.15164
0.651399841,6.143259259
0.410619012,6.459
0.571560333,3.821444444
0.6829462,5.578352941
0.571130003,4.030145455
0.6539047,3.465
0.642183893,7.773333333
0.581688179,5.515
0.551351058,7.631294118
0.708755034,4.024536585
0.618598452,3.148771429
0.75966729,4.8595
0.592363025,3.155
0.769528816,4.465785714
0.61084391,4.84348
0.792489101,4.092571429
0.650476177,4.486285714
0.787799517,6.359259259
0.774695598,5.9
0.425583494,3.328117647
0.664531363,6.260724138
0.495413676,4.110263158
0.59144407,6.077227273
0.489209167,7.214235294
0.548961769,5.2700625
0.749525312,5.1275
0.70703472,4.034615385
0.705553774,4.681529412
0.738399616,2.752058824
0.557360951,2.949
0.56405935,5.0562
0.541430416,3.715111111
0.635680191,2.76375
0.564022664,4.1852
0.994724977,6.626357143
0.627758718,3.4852
0.495375392,4.0459
1.107976407,5.181257143
0.657554439,5.797921053
1.009874841,7.324944444
0.579150531,9.141875
0.641259349,4.126181818
0.760420504,11.1448125
0.663290732,5.718588235
0.509037464,3.674882353
0.602365523,5.709588235
0.636143275,4.283190476
0.703074854,4.61026087
0.714472993,4.31936
0.781176924,9.19785
0.533956598,4.145942308
0.727871601,9.629818182
0.635229453,5.410076923
1.32812424,5.138645161
0.779217769,5.282166667
0.579007216,5.321333333
0.458154694,7.67975
0.633635732,4.745147059
0.506159193,6.327666667
0.883821792,9.954263158
0.55833745,5.486740741
0.845804938,3.36355
0.746782489,7.238486486
0.704499235,5.8193125
0.664389447,4.796733333
0.770679914,4.481263158
0.722940762,6.88727027
0.613963217,5.43971875
0.700524151,6.352736842
0.474118157,8.709521739
0.512669353,8.6506
0.703811591,6.142727273
0.860880017,5.021923077
0.56175539,4.412428571
0.973582717,4.5924375
0.499171556,3.766965517
0.585990554,4.776733333
0.647078297,4.024791667
0.505914716,2.626333333
0.725081236,5.3748
0.551163793,6.357
0.573743481,3.746666667
0.643145706,4.184681159
0.599698299,5.862
0.792475004,4.488538462
0.599669389,6.914884615
0.755128434,3.906952381
1.039709182,6.609263158
0.587384063,3.444
0.588528671,6.017066667
0.431206997,2.920407407
0.484925625,3.02525
0.616695164,5.209933333
0.660364601,4.888115385
0.677833579,3.243285714
0.582017886,4.849111111
0.639242425,5.551375
0.604825715,6.045387097
0.421160908,4.535777778
1.048058238,4.9405
0.760408356,5.410055556
0.642334619,5.556272727
0.60382912,4.476911111
0.533499686,5.38996
0.710170195,7.870588235
0.501707977,7.590032258
0.803354385,5.138296296
0.546129986,6.059444444
0.588433561,6.321310345
0.63959532,4.758944444
0.835526074,4.906666667
0.739767028,6.522769231
0.674745066,7.156153846
0.561641388,6.00626087
0.724429805,6.694692308
0.842782875,5.29015
0.61142025,4.721851852
0.504418437,3.516323529
0.684008179,3.769826087
0.548017554,3.460266667
0.632664943,5.015416667
0.480594175,2.595071429
0.620045885,3.626681818
0.624012604,5.935866667
0.60680811,7.175117647
0.705357093,7.464214286
0.517752082,4.1134375
0.587265117,3.197035088
0.735986748,4.697818182
0.640257602,6.298090909
0.701241076,3.883771429
0.556910394,4.0083
0.711771591,7.000290323
0.872336164,5.811470588
0.502341205,5.4755625
0.468178926,5.448314286
0.694827359,3.803535714
0.614764974,5.483923077
0.560872488,2.163741935
0.687039562,4.695154839
0.558278032,3.341857143
0.583901624,4.619903226
0.613740201,2.122055556
0.622536602,5.2185625
1.73910046,7.145315789
0.660693327,5.7372
0.725660523,5.606615385
0.947205533,6.174777778
0.656652841,4.891375
0.70470547,5.56559375
1.395022086,3.517
0.822647818,7.420461538
0.597769591,7.443565217
0.547736772,4.309806452
0.996248406,4.129238095
0.991495726,13.53942857
0.73478355,6.645529412
0.521023578,4.2196
0.632199179,5.908217391
0.733841892,3.9584
0.592129872,5.774521739
0.642089064,5.936595238
0.573944107,8.804777778
0.660076597,4.034111111
0.669162518,7.14071875
0.686154097,4.050166667
0.571282836,3.6314
0.934876469,7.736592593
0.701907235,8.51552381
0.718942921,2.690625
0.616242039,6.19875
0.690856278,5.121254545
0.581045963,5.086363636
0.593160049,4.126608696
0.726605747,6.16275
0.692236071,5.074692308
0.458281508,3.762916667
0.692866757,4.723857143
0.8714195,4.68952
0.90375058,6.947619048
0.624639759,5.641355932
0.607836386,4.921854167
0.62264638,4.994871795
0.79954908,10.1066
0.692821177,5.25647619
0.708554141,4.709222222
0.590967958,3.889888889
0.5662966,2.426407407
0.584853333,5.30552381
0.554871979,3.014176471
0.595637452,3.079666667
0.624801941,5.337242424
0.768344716,6.243941176
0.755931653,5.562130435
0.717611209,7.418923077
0.700803292,6.839272727
0.490778773,4.025931818
0.699699592,6.890138889
1.254133208,10.48307407
0.538150253,3.50375
0.857027311,8.834470588
0.496088275,6.796923077
0.618241202,4.37192
0.585016716,7.022066667
0.749482498,5.482296296
0.860143076,4.04732
0.894809407,7.72925
0.549330835,5.070483871
0.571783122,4.092833333
1.019995123,7.533571429
0.660240947,4.35405
0.532839301,4.991142857
0.489394944,3.22995
0.810789907,8.0096
1.019274013,6.650589286
0.595289938,8.256666667
0.78401621,6.092478261
0.531329609,6.524736842
0.765192558,4.338051282
0.777188658,13.03653333
0.604693146,5.683533333
0.84435812,9.2050625
0.948932343,8.96704
0.611328477,4.941608696
0.504202991,3.575952381
0.469706927,6.0111875
0.516947317,6.478208333
0.562592201,3.246368421
0.660262903,5.293133333
0.646595759,4.095631579
0.881212709,9.8135
0.837772227,6.981176471
0.703290591,5.617435897
0.794223637,7.03975
0.691668991,9.983
0.6734928,6.592636364
0.616515176,2.8026
0.60623147,5.332071429
0.556919399,7.471538462
0.817501653,5.256148148
0.779995309,8.32225
0.765988629,4.86475
0.756215852,4.794833333
0.655619975,2.8566875
0.69379204,5.066952381
0.711080156,3.453529412
0.549948438,7.692090909
0.553557525,4.980125
0.485814063,3.718133333
1.183187133,3.671166667
0.576854955,7.6789
0.641218803,4.324171429
0.83399891,5.842482759
0.781082057,3.481055556
0.662164633,4.67275
0.937887627,7.347
0.616387883,5.544565217
0.680044254,6.000473684
0.897271256,3.828653846
0.783236868,4.592193548
0.71060967,5.005933333
0.675147547,2.804876712
0.732518629,3.870294118
0.696548733,4.226227273
0.681012311,5.191205882
0.78531506,3.887054054
0.672853275,6.272081633
0.831312516,4.463117647
0.745513825,5.946258621
0.591122039,5.5965
0.711214489,4.2714
0.560560804,5.7373125
0.680982642,4.540923077
0.828756414,4.673117647
0.763353725,5.250666667
1.045871388,5.468969697
0.554462196,7.737625
0.862912894,3.413529412
0.880292327,4.456948718
0.601978653,3.691333333
0.625981279,6.768916667
2.220560439,13.96558333
0.782416276,5.993136364
0.616492075,3.72615625
1.120547805,5.912909091
0.625099133,3.478296296
0.627660496,9.021258065
0.665106629,5.580941176
0.581040516,5.513055556
0.892084311,3.426268293
0.828051769,2.027294118
0.648072739,3.057157895
0.709801104,3.93645
0.54086702,3.749318182
0.888343575,6.828153846
0.736972133,7.924818182
0.644244763,4.826344828
0.664580618,6.041230769
0.683214422,4.13636
0.651960995,8.532125
0.845391845,4.151717949
0.66757527,7.349526316
0.630732535,6.74975
0.710365794,4.967377778
0.765824779,1.955941176
0.763651203,6.457878788
0.713691543,5.026236842
0.541236067,4.971047619
1.050959065,7.670846154
0.966724771,1.767545455
0.55746875,3.600518519
0.706698868,7.334448276
0.758592238,5.088326923
0.71462934,3.98947619
0.855123051,8.101958333
0.709475085,6.75573913
0.691324438,6.666857143
0.720277236,4.299315789
0.638725737,5.651888889
0.706868144,4.014613636
0.694061261,4.100604651
0.624349873,6.542923077
0.607867922,4.28996
0.671915189,8.387588235
0.728682595,7.19975
0.686460404,3.814464286
0.937617557,7.915933333
1.427323103,11.050375
0.741615042,5.327571429
0.585231644,5.634129032
0.504253837,5.568411765
1.08729319,4.92572093
0.696598049,5.34838
0.633059253,1.9934375
0.719444795,3.291075
0.721568039,9.255304348
0.674862104,3.335733333
0.949289565,4.364766667
0.637967103,3.92602381
1.207790039,10.95353846
0.864974864,7.19985
0.717584286,11.1645
0.871258767,2.497807692
0.819288653,4.314228571
0.835603608,4.918816327
0.87911065,9.2182
0.60348757,4.87505
0.540679603,4.455352941
0.633778559,4.80992
0.969938376,3.868611111
0.757435105,4.831723077
0.78654156,5.276083333
0.584486959,6.305875
0.564101695,4.7724
0.717929435,2.5055
0.895566084,3.643375
0.785703232,4.721605769
0.448689084,5.7755
1.635688534,5.703153846
0.581618872,4.957228571
0.745920532,5.652185185
0.815770289,6.823272727
0.891403016,4.645785714
0.756548483,5.525225806
0.703344733,10.29634783
0.911932843,6.937692308
0.716958987,6.5004
0.673541083,5.688
0.655062986,5.837
0.702841965,4.769428571
0.801182683,9.408904762
0.693514139,3.026181818
0.906135769,5.422782609
0.769778786,8.945142857
0.695512049,6.309782609
0.727702661,4.596058824
0.618304401,7.333166667
0.765197524,3.008136364
1.042870893,8.072380952
0.840252232,9.888666667
0.67993893,3.575642857
0.683951293,6.086736842
1.010651854,4.118388889
0.653277452,4.975321429
0.734501277,5.398055556
0.796849129,12.26422222
0.663648786,8.27225
0.706508617,4.686192308
0.728081136,5.728884615
1.401462691,8.452486486
0.612530016,3.804882353
1.53794723,16.46083333
0.674988258,5.129857143
1.362206174,9.6186875
0.587886225,5.498333333
0.669558294,5.640333333
0.585861011,4.024264706
0.622083166,6.586190476
0.659003156,2.676230769
0.843706644,3.157545455
0.61746655,8.462208333
0.696677364,3.821944444
0.897259619,4.698
0.761829836,6.128291667
0.626936301,6.476666667
0.630754535,5.909030303
0.649588987,5.18948
0.610683049,3.299375
0.630194568,5.532111111
0.702480754,4.482724138
0.715227294,4.6481875
0.837382202,7.185682927
0.855326064,3.285045455
0.947785574,6.504324324
0.913385579,3.338282051
0.664662959,5.937333333
0.652447536,3.115789474
0.669101556,5.462666667
0.735855395,6.838235294
0.741678843,5.3463
0.786559361,6.2758125
0.715681328,2.081875
1.046495653,1.881151515
0.709862845,6.603307692
0.591278194,6.664
0.671162685,5.222041667
0.643373868,20.12758333
0.599506634,7.263090909
0.923147499,7.2712
0.653320254,9.0465
1.086193629,13.63041176
0.901897807,3.31495
0.578573174,7.355909091
0.72372508,8.349418605
0.970869455,3.106761905
0.687072099,5.6051
0.639287445,4.755185185
0.710706992,5.829875
0.803858661,4.122
0.805549345,5.439153846
0.931316275,6.542184211
0.810303315,5.70795
0.728693374,6.706454545
0.666759244,4.247653846
0.743363724,5.286041667
1.026174863,6.516125
0.62954743,6.296181818
0.86145472,4.142947368
0.929989174,4.939097561
0.864967247,4.217960784
0.840758237,5.015552632
0.69326791,4.155388889
0.79549125,4.204409091
0.505494032,2.262785714
0.68131,5.895346154
0.755026598,8.245785714
0.844724809,4.7303125
0.863452543,7.635409091
0.830406998,3.228157895
0.879877663,3.286076923
0.822893881,4.591631579
0.885329538,5.184
0.691776098,6.447037037
0.640787807,5.148026316
0.705630742,5.264789474
0.660007508,10.05194118
0.568275197,5.662884615
0.61953274,6.123514286
0.524819491,4.4045
0.906987295,6.120966667
0.675681713,4.44855
0.686531246,5.222545455
0.739418342,7.132947368
0.644798996,3.773684211
0.622682668,5.897428571
0.799098891,5.033705882
0.607634712,6.743
0.737326591,4.6708
0.7071285,5.968
0.80268206,4.901227273
0.930415132,6.57016
0.717627514,5.5457
0.730951758,4.235666667
0.683607372,6.414304348
0.603620657,4.082964286
0.750882594,4.833752688
0.597813837,5.2274375
0.701939558,8.276933333
0.62405315,4.238533333
0.535138846,4.1215
0.731697672,5.271055556
1.094167862,5.997810811
0.642373329,4.896138889
0.803930728,6.566210526
0.668078287,6.169466667
0.721743116,4.986545455
0.691723912,2.898380952
0.665317299,7.662409091
0.736186956,4.468479167
0.748648309,5.5586
0.645547247,4.311368421
0.794176043,5.373137931
0.7001151,6.0065
0.81809852,10.46026087
0.815697881,4.316652174
0.665487316,3.904212121
0.702190997,4.961
0.869134096,5.384047619
0.746838153,8.029365385
0.655158739,7.019695652
0.71116792,6.084894737
0.733228678,6.286225
0.728755808,7.126473684
0.71777786,6.747913043
1.043487679,7.572133333
0.690682439,3.560875
0.625842438,5.688578947
1.01785773,7.556615385
0.822471994,4.23925
0.733391438,4.557709677
0.797054787,5.502666667
0.665735092,10.82575
0.643298812,4.633097561
0.764667094,6.894466667
0.778976957,7.603777778
0.847581848,6.935509434
0.52012583,6.891705882
0.841018529,2.720956522
0.697259933,4.317272727
0.818262652,7.4929
0.856654299,6.610105263
0.718820851,3.785647059
0.751929019,8.339642857
1.171836426,12.2555
0.726359105,3.086736842
0.652692332,5.61125
0.90549667,5.028136364
0.716789371,6.672727273
0.994692698,3.597666667
0.986265832,2.38404
0.802389777,5.404235294
0.798222217,4.914
1.73166821,11.02107143
0.647330335,4.275910714
0.714913325,3.546415584
0.807611833,4.338375
0.722320172,3.901848485
0.818614122,5.819527778
0.767541236,2.999411765
0.788788665,8.431863636
0.861424846,6.8708
0.697974058,5.134848485
0.848212924,4.41556
0.676409879,4.937227723
0.623702061,2.529615385
1.093249578,10.4315
0.673369775,4.646121212
0.6669551,3.1075
