STPI_Internal_Correlation,IRP_Internal_Correlation
0.328344,0.437483
0.368165,0.510635
0.297128,0.455749
0.308369,0.444601
0.319572,0.477123
0.343786,0.414871
0.314556,0.484523
0.344786,0.383472
0.323869,0.43696
0.29456,0.339415
0.312592,0.449001
0.260975,0.410168
0.3646,0.439997
0.35307,0.401526
0.301944,0.420387
0.282968,0.403311
0.359154,0.346063
0.335753,0.459353
0.318489,0.35269
0.298098,0.355021
0.345817,0.459955
0.327067,0.413942
0.306087,0.360792
0.311027,0.494371
0.270083,0.357355
0.319366,0.455157
0.307351,0.417635
0.313299,0.504849
0.326981,0.502505
0.32962,0.434577
0.343449,0.464244
0.350087,0.35491
0.390343,0.399697
0.341272,0.476747
0.280665,0.55509
0.315298,0.43533
0.360504,0.415079
0.330922,0.337784
0.343225,0.504159
0.354444,0.462687
0.312038,0.359123
0.310895,0.36745
0.304947,0.437734
0.344068,0.478384
0.311425,0.552104
0.33438,0.442779
0.323304,0.440289
0.318034,0.351115
0.321167,0.489002
0.276526,0.479597
0.292079,0.406913
0.321257,0.524704
0.303543,0.453113
0.285668,0.469673
0.340108,0.408132
0.292541,0.454786
0.271552,0.379878
0.303396,0.356765
0.323897,0.38351
0.324443,0.319258
0.331623,0.450241
0.323063,0.397744
0.303296,0.513232
0.312122,0.468214
0.301946,0.414037
0.30676,0.444744
0.363379,0.372464
0.344948,0.448807
0.329946,0.468165
0.323195,0.449555
0.362967,0.426316
0.293784,0.386054
0.301815,0.46397
0.366721,0.42669
0.305358,0.397787
0.261061,0.435991
0.280997,0.434909
0.320053,0.32984
0.324178,0.367631
0.34539,0.431146
0.283399,0.437284
0.281954,0.409936
0.303256,0.479658
0.310862,0.45495
0.334054,0.388803
0.346033,0.481607
0.327597,0.44792
0.320597,0.478521
0.302784,0.401488
0.304453,0.459253
0.290157,0.517967
0.282862,0.419635
0.339624,0.353632
0.348047,0.608527
0.350589,0.491858
0.340683,0.348098
0.308439,0.446216
0.314943,0.482005
0.313056,0.358867
0.337432,0.460957
0.319342,0.405576
0.320825,0.3695
0.322136,0.34114
0.300935,0.440868
0.31736,0.542728
0.337703,0.516422
0.332567,0.568442
0.300572,0.496704
0.31627,0.497049
0.324979,0.34405
0.328177,0.433147
0.293347,0.438556
0.356774,0.363374
0.288434,0.439148
0.336851,0.458848
0.327466,0.474061
0.29685,0.42372
0.346862,0.435443
0.321935,0.397842
0.354122,0.40851
0.316031,0.425858
0.306826,0.457934
0.264533,0.445581
0.344894,0.444601
0.311574,0.370125
0.305377,0.505776
0.316366,0.376023
0.376367,0.381838
0.320151,0.323613
0.364149,0.545273
0.385476,0.42082
0.270389,0.46635
0.332327,0.40527
0.314783,0.474266
0.297067,0.481668
0.305622,0.44328
0.398899,0.487078
0.358164,0.464154
0.362647,0.407538
0.317667,0.512776
0.327983,0.405338
0.331784,0.427865
0.335282,0.420944
0.359158,0.410681
0.320432,0.557145
0.28788,0.477122
0.303195,0.344493
0.340645,0.447616
0.379649,0.391214
0.337354,0.450546
0.350468,0.375426
0.268567,0.405162
0.275483,0.494986
0.316751,0.423318
0.322547,0.452814
0.307566,0.40098
0.246108,0.47704
0.326478,0.447875
0.309363,0.366043
0.327586,0.42254
0.301939,0.445526
0.29179,0.354284
0.312502,0.381117
0.311905,0.459334
0.306843,0.401732
0.342095,0.545561
0.275151,0.499005
0.323368,0.510462
0.359743,0.509994
0.360743,0.46796
0.329826,0.449088
0.337494,0.39178
0.336747,0.469038
0.32313,0.51709
0.327389,0.483097
0.298987,0.442589
0.278454,0.443956
0.265161,0.354859
0.314848,0.420728
0.310705,0.48956
0.327486,0.433555
0.285997,0.299085
0.333673,0.443554
0.330978,0.476259
0.313289,0.430436
0.322426,0.506195
0.326943,0.427703
0.272091,0.476307
0.339784,0.383356
0.310138,0.427695
0.336638,0.472445
0.303508,0.410913
0.332927,0.476199
0.359327,0.451866
0.288395,0.457027
0.288891,0.541155
0.312365,0.379596
0.297664,0.421259
0.304855,0.480637
0.303534,0.399744
0.351089,0.411342
0.282995,0.490204
0.306659,0.434736
0.301226,0.426579
0.370728,0.427703
0.328091,0.415891
0.309251,0.3957
0.403823,0.443309
0.341025,0.421532
0.323135,0.338217
0.312106,0.375532
0.308168,0.401436
0.293234,0.536887
0.314614,0.470154
0.325839,0.432161
0.297251,0.572166
0.359205,0.472445
0.364953,0.45669
0.361214,0.394133
0.316454,0.45495
0.322174,0.396176
0.299196,0.495469
0.304729,0.382505
0.309726,0.432865
0.364392,0.405404
0.300567,0.372619
0.319794,0.517495
0.327827,0.473121
0.359643,0.44534
0.312755,0.416335
0.293602,0.488516
0.358497,0.437826
0.367049,0.443794
0.310837,0.41052
0.338303,0.425559
0.325039,0.306888
0.338227,0.445671
0.288369,0.393009
0.358288,0.410119
0.305585,0.423808
0.334148,0.401401
0.32193,0.398135
0.305071,0.364117
0.263963,0.34013
0.308455,0.486356
0.350759,0.355873
0.332751,0.535454
0.284577,0.476395
0.358724,0.463892
0.337037,0.29602
0.322335,0.330766
0.356583,0.402364
0.305146,0.468302
0.336997,0.48956
0.321579,0.453869
0.310525,0.382557
0.322558,0.356045
0.362466,0.360335
0.324257,0.459901
0.31803,0.394153
0.29061,0.55573
0.305815,0.465728
0.321275,0.465848
0.313903,0.415592
0.308258,0.423638
0.341777,0.436848
0.325037,0.40851
0.276275,0.48002
0.398515,0.548376
0.304695,0.449291
0.298229,0.414012
0.311762,0.426316
0.30374,0.428453
0.377942,0.367339
0.382534,0.483461
0.32711,0.378489
0.320249,0.357038
0.30649,0.458822
0.326969,0.479896
0.375197,0.486982
0.339934,0.426771
0.342754,0.489974
0.316595,0.362796
0.278689,0.45707
0.321457,0.434997
0.311378,0.318365
0.317766,0.342731
0.32219,0.366261
0.340531,0.436154
0.305943,0.401434
0.327971,0.394481
0.300975,0.429305
0.27719,0.376824
0.345379,0.408569
0.298646,0.362336
0.329134,0.487208
0.346588,0.413519
0.26986,0.474237
0.303902,0.414193
0.285775,0.423351
0.294913,0.40098
0.277282,0.377289
0.324007,0.438817
0.333281,0.388085
0.316468,0.534046
0.297989,0.455421
0.31625,0.444012
0.36403,0.51125
0.333747,0.546086
0.30613,0.446258
0.311049,0.395699
0.305129,0.483291
0.289955,0.460358
0.310578,0.410219
0.311005,0.483008
0.331678,0.421303
0.323742,0.478498
0.277584,0.43477
0.364394,0.460873
0.357986,0.525075
0.30996,0.376917
0.319542,0.459041
0.29314,0.392398
0.324013,0.483031
0.300101,0.41066
0.343926,0.446522
0.348713,0.408899
0.336059,0.434939
0.318271,0.47297
0.320849,0.419525
0.379729,0.356764
0.314309,0.412825
0.362877,0.466367
0.313111,0.401134
0.3299,0.470006
0.305602,0.445934
0.39431,0.57837
0.323763,0.539811
0.331389,0.51505
0.329311,0.552265
0.335779,0.402572
0.349824,0.403311
0.357991,0.459952
0.332464,0.403563
0.310818,0.401488
0.314058,0.449425
0.358783,0.470537
0.307438,0.442925
0.313216,0.440239
0.294671,0.429045
0.329754,0.384907
0.362833,0.476238
0.337834,0.460855
0.30142,0.452382
0.306807,0.446216
0.258319,0.540925
0.298983,0.403932
0.295214,0.624266
0.303281,0.54083
0.331128,0.320064
0.352299,0.496958
0.341349,0.444051
0.316926,0.458278
0.313725,0.376264
0.26856,0.500467
0.322048,0.462647
0.309144,0.489121
0.305749,0.415181
0.309117,0.449277
0.28399,0.419487
0.282109,0.413803
0.301924,0.467188
0.328394,0.433497
0.313423,0.480314
0.270339,0.495101
0.294317,0.396422
0.281301,0.330085
0.327197,0.500972
0.314279,0.42731
0.336243,0.423456
0.332667,0.51709
0.34168,0.521763
0.360281,0.473015
0.289495,0.41532
0.323164,0.476395
0.303626,0.480637
0.311054,0.366057
0.313331,0.482734
0.315691,0.451072
0.273809,0.391003
0.294883,0.386483
0.286411,0.433447
0.273146,0.462687
0.318211,0.407324
0.360659,0.493909
0.301967,0.400613
0.312476,0.437239
0.362931,0.473876
0.29036,0.446347
0.339952,0.34826
0.33862,0.373987
0.345041,0.459334
0.296795,0.399731
0.299032,0.439156
0.299479,0.604813
0.318975,0.511272
0.348111,0.387464
0.292481,0.374183
0.297874,0.413302
0.326205,0.490655
0.282734,0.401134
0.33633,0.385685
0.32503,0.485541
0.321749,0.503797
0.303371,0.493941
0.33549,0.408337
0.300322,0.429722
0.341869,0.465292
0.317886,0.522973
0.324988,0.548808
0.324669,0.466005
0.353598,0.388599
0.333881,0.38295
0.330651,0.504036
0.304468,0.31452
0.285064,0.422635
0.28782,0.437739
0.352098,0.473331
0.31978,0.447104
0.335186,0.473444
0.299516,0.600756
0.309019,0.363685
0.33469,0.421448
0.326865,0.403741
0.33324,0.473629
0.344034,0.430737
0.293085,0.386322
0.31664,0.429458
0.358884,0.382032
0.327055,0.454011
0.285779,0.495004
0.347573,0.363728
0.317886,0.435947
0.304364,0.475878
0.292233,0.425967
0.28383,0.448916
0.318422,0.427902
0.296422,0.425967
0.266361,0.472501
0.29101,0.385747
0.309832,0.440536
0.311866,0.375485
0.318101,0.442028
0.348213,0.35228
0.281742,0.439661
0.35072,0.517554
0.307917,0.523872
0.374432,0.416221
0.267492,0.392233
0.317852,0.442874
0.312334,0.398912
0.301558,0.500193
0.300984,0.550837
0.272447,0.529955
0.318881,0.364858
0.295881,0.486133
0.317111,0.358685
0.296369,0.416661
0.312623,0.405365
0.290386,0.420286
0.304251,0.413954
0.335018,0.445904
0.33251,0.437424
0.331099,0.454546
0.366186,0.425047
0.338381,0.470668
0.313747,0.448824
0.359192,0.450087
0.296598,0.42479
0.315353,0.490884
0.344481,0.494331
0.340082,0.433423
0.272219,0.429429
0.284681,0.312555
0.309214,0.463892
0.295712,0.430108
0.29712,0.42501
0.334784,0.328466
0.325809,0.463427
0.327895,0.537865
0.339966,0.463587
0.331873,0.430851
0.330357,0.545995
0.339363,0.348339
0.315306,0.425489
0.28519,0.422629
0.325688,0.419671
0.324867,0.375458
0.342641,0.459041
0.3597,0.41301
0.307641,0.373923
0.295977,0.521186
0.290838,0.300293
0.307165,0.392427
0.32107,0.411886
0.320955,0.386149
0.3379,0.500498
0.320285,0.441053
0.296265,0.417342
0.324957,0.44229
0.346391,0.410119
0.340348,0.446591
0.287682,0.365861
0.339091,0.463695
0.332654,0.455189
0.293403,0.376961
0.351399,0.341816
0.340015,0.357397
0.332277,0.461393
0.303631,0.448921
0.309522,0.397576
0.323608,0.506642
0.349272,0.367601
0.299894,0.381838
0.329968,0.462331
0.330589,0.427478
0.310416,0.490133
0.307195,0.379096
0.342387,0.413376
0.363276,0.504055
0.281156,0.432161
0.315787,0.573298
0.325047,0.440524
0.314956,0.373069
0.280082,0.496301
0.286288,0.504552
0.321283,0.452382
0.293421,0.383472
0.305335,0.579413
0.302303,0.375475
0.287828,0.477532
0.353814,0.395698
0.31561,0.47339
0.30195,0.389298
0.327092,0.466292
0.366,0.45066
0.298189,0.515604
0.321704,0.392271
0.334893,0.499963
0.357508,0.554121
0.330112,0.417986
0.304376,0.440495
0.29343,0.425065
0.305495,0.502534
0.313924,0.442251
0.345572,0.437747
0.261787,0.474395
0.351418,0.37231
0.307126,0.491667
0.263138,0.400781
0.291648,0.54957
0.313675,0.393979
0.374177,0.463233
0.268503,0.503157
0.32909,0.425418
0.347302,0.45256
0.343287,0.375755
0.320146,0.384682
0.296829,0.413365
0.325662,0.52726
0.311926,0.411088
0.307861,0.513212
0.313895,0.361217
0.27454,0.452234
0.314209,0.371108
0.324896,0.456769
0.309546,0.47646
0.314331,0.451919
0.3532,0.454011
0.253208,0.516452
0.31276,0.379993
0.319365,0.376595
0.351982,0.38792
0.293703,0.444051
0.314158,0.397173
0.342012,0.55047
0.309822,0.381556
0.337033,0.537325
0.30083,0.471073
0.330537,0.512251
0.350575,0.427946
0.343013,0.473475
0.302612,0.411381
0.325344,0.413067
0.28453,0.372464
0.305131,0.439355
0.311828,0.42372
0.340881,0.409174
0.313693,0.403269
0.30571,0.450817
0.353747,0.312356
0.367869,0.426767
0.367837,0.406303
0.37669,0.465848
0.312827,0.383195
0.314082,0.397269
0.263828,0.531069
0.306732,0.535672
0.336274,0.476262
0.32904,0.477577
0.374126,0.445152
0.307037,0.380664
0.321367,0.416504
0.322075,0.455337
0.369728,0.401248
0.310235,0.469212
0.293723,0.443837
0.290572,0.437341
0.363492,0.467188
0.313207,0.503797
0.359161,0.403269
0.348376,0.516709
0.316737,0.435339
0.275297,0.472712
0.396142,0.423093
0.3146,0.453437
0.307242,0.383501
0.351898,0.410151
0.334416,0.411164
0.305734,0.507136
0.360979,0.464006
0.372646,0.540582
0.359248,0.476539
0.31823,0.503667
0.313837,0.62549
0.326911,0.36002
0.291993,0.469962
0.350136,0.399081
0.335696,0.495474
0.288309,0.406324
0.309009,0.418203
0.353139,0.410407
0.380481,0.415085
0.308386,0.415881
0.263056,0.452113
0.313501,0.489801
0.32167,0.495584
0.31816,0.507904
0.34166,0.435991
0.32826,0.525588
0.261716,0.422382
0.268023,0.460358
0.326334,0.409919
0.292775,0.401697
0.339346,0.464897
0.338042,0.340093
0.295164,0.403741
0.345748,0.439932
0.360383,0.511362
0.291709,0.486724
0.270578,0.481526
0.302518,0.537323
0.310991,0.465848
0.295884,0.439239
0.290795,0.547111
0.281828,0.483133
0.366279,0.503797
0.313923,0.448221
0.321617,0.356764
0.28137,0.498365
0.289404,0.633648
0.354401,0.463937
0.296096,0.418363
0.336079,0.493639
0.32376,0.471091
0.303033,0.462817
0.323416,0.381866
0.297491,0.39298
0.304593,0.397744
0.333407,0.490884
0.314041,0.435567
0.329829,0.414529
0.30112,0.433702
0.304446,0.501433
0.288295,0.307065
0.375345,0.479108
0.34382,0.476238
0.315073,0.478384
0.332493,0.455003
0.289782,0.465848
0.336089,0.388354
0.360694,0.423245
0.320441,0.400015
0.346764,0.479338
0.301638,0.493828
0.307353,0.446612
0.333053,0.432095
0.337141,0.429305
0.351789,0.502411
0.292942,0.375485
0.34708,0.442779
0.352,0.454931
0.32867,0.431146
0.313457,0.488228
0.282745,0.485691
0.335174,0.403007
0.295143,0.342206
0.373242,0.408569
0.298885,0.445671
0.351295,0.489596
0.312874,0.449425
0.279987,0.519038
0.301205,0.424686
0.296547,0.392233
0.333632,0.380565
0.356131,0.37142
0.3144,0.476539
0.336046,0.468822
0.351805,0.494331
0.331794,0.4838
0.329865,0.445309
0.325034,0.494331
0.311132,0.391206
0.328522,0.402201
0.314264,0.531484
0.28349,0.533788
0.32797,0.408641
0.335813,0.473232
0.301432,0.410768
0.296547,0.490477
0.26471,0.400676
0.355751,0.454666
0.297642,0.302538
0.319725,0.377879
0.296501,0.366445
0.319967,0.46717
0.302233,0.34971
0.303067,0.442412
0.336202,0.447694
0.313096,0.403571
0.289917,0.433054
0.329873,0.389637
0.35633,0.460886
0.347405,0.526387
0.368156,0.522973
0.279351,0.47818
0.316111,0.4053
0.320514,0.482355
0.309055,0.559593
0.318011,0.531934
0.304041,0.531156
0.300935,0.465398
0.312054,0.410119
0.32775,0.488509
0.323762,0.388954
0.361123,0.405417
0.319073,0.397494
0.284461,0.359525
0.346564,0.455909
0.330449,0.493549
0.27332,0.418094
0.315182,0.414436
0.349479,0.319094
0.295344,0.391876
0.365341,0.500063
0.327285,0.395347
0.267767,0.404323
0.334811,0.430408
0.322872,0.437684
0.350251,0.46227
0.333668,0.504055
0.314968,0.477864
0.295268,0.475747
0.369269,0.385649
0.320956,0.459561
0.336941,0.460873
0.323845,0.445238
0.30607,0.394031
0.346289,0.473629
0.327949,0.325834
0.33731,0.39974
0.336355,0.48782
0.366871,0.402013
0.303982,0.340609
0.288631,0.521848
0.330786,0.362037
0.310663,0.458802
0.315303,0.37458
0.340413,0.410107
0.337374,0.48132
0.348406,0.462089
0.309118,0.534012
0.270942,0.507521
0.376466,0.344713
0.301075,0.346609
0.324838,0.455994
0.320933,0.471359
0.323802,0.481215
0.369538,0.477365
0.347287,0.348448
0.290563,0.413018
0.315636,0.562863
0.326763,0.390838
0.338962,0.522501
0.346063,0.424071
0.291326,0.478072
0.265679,0.290359
0.324029,0.354571
0.282035,0.517496
0.356041,0.48581
0.292624,0.334352
0.322133,0.486226
0.305801,0.475529
0.36299,0.397186
0.324638,0.336365
0.291068,0.485856
0.324263,0.36064
0.32953,0.448432
0.324779,0.351145
0.373807,0.443956
0.29716,0.37418
0.336143,0.551119
0.314556,0.385805
0.290521,0.384416
0.335513,0.476638
0.273489,0.418581
0.341131,0.449088
0.346905,0.500421
0.279693,0.403631
0.279004,0.36125
0.315878,0.350223
0.340266,0.41066
0.348444,0.447765
0.285283,0.350875
0.293296,0.378852
0.364347,0.402013
0.346941,0.419757
0.276167,0.494135
0.29391,0.496832
0.301169,0.560709
0.316662,0.488613
0.330623,0.439319
0.302686,0.480463
0.322143,0.454903
0.315574,0.472455
0.299029,0.368345
0.30576,0.354432
0.322798,0.415891
0.339734,0.380149
0.287534,0.457966
0.35148,0.471031
0.290625,0.488228
0.345722,0.344945
0.365766,0.440225
0.295544,0.524453
0.345491,0.38106
0.326444,0.328281
0.259769,0.537325
0.320721,0.396197
0.291258,0.479586
0.32734,0.463427
0.315696,0.422103
0.323573,0.411147
0.313858,0.38672
0.328645,0.41532
0.355414,0.45643
0.288205,0.413519
0.272808,0.477616
0.276022,0.521372
0.316011,0.393913
0.364385,0.422642
0.274303,0.449555
0.310651,0.357189
0.342891,0.411194
0.309811,0.367951
0.341484,0.465891
0.326684,0.428435
0.351749,0.432161
0.352188,0.460795
0.288109,0.384668
0.3239,0.440755
0.347936,0.35326
0.329263,0.401488
0.294643,0.37215
0.342395,0.406324
0.371184,0.364215
0.344614,0.474668
0.315815,0.423808
0.316883,0.44296
0.335013,0.405173
0.324616,0.515169
0.324881,0.515604
0.320741,0.451998
0.347186,0.501653
0.368718,0.433909
0.317871,0.414722
0.310565,0.452206
0.318676,0.355246
0.308805,0.490774
0.330415,0.469522
0.324017,0.491667
0.336828,0.432523
0.297307,0.431503
0.295447,0.444171
0.300084,0.507521
0.328384,0.54685
0.325439,0.423196
0.311781,0.320258
0.3425,0.367259
0.295608,0.504495
0.351612,0.501414
0.31891,0.406511
0.3153,0.442379
0.28821,0.420286
0.3076,0.378747
0.349675,0.539889
0.274309,0.409811
0.287591,0.433466
0.33401,0.333382
0.363668,0.445514
0.324381,0.391057
0.331612,0.359843
0.328873,0.503667
0.311421,0.376361
0.322653,0.391793
0.314125,0.521544
0.343433,0.493499
0.295942,0.52253
0.333286,0.416241
0.345204,0.445219
0.318423,0.461393
0.320574,0.444829
0.34471,0.407749
0.286587,0.460886
0.328922,0.467883
0.344473,0.351201
0.357098,0.432453
0.381246,0.566777
0.320808,0.569929
0.304049,0.492445
0.308712,0.422382
0.296671,0.439135
0.28351,0.309571
0.302177,0.398227
0.311378,0.455647
0.296235,0.469973
0.340777,0.413954
0.377345,0.423706
0.317886,0.42266
0.334344,0.409503
0.32491,0.502411
0.27903,0.448671
0.320238,0.439355
0.312485,0.482818
0.332087,0.4071
0.345241,0.444191
0.322574,0.433054
0.301817,0.442589
0.327652,0.42885
0.326465,0.459469
0.333932,0.50735
0.326748,0.407538
0.333352,0.493499
0.36146,0.469317
0.314552,0.336049
0.317174,0.430153
0.357582,0.419533
0.304284,0.47212
0.312712,0.474377
0.278217,0.34909
0.303383,0.424686
0.335356,0.479259
0.278537,0.558851
0.321164,0.448607
0.303181,0.491787
0.300601,0.480314
0.306208,0.421236
0.310167,0.447032
0.351384,0.396153
0.30149,0.408337
0.322311,0.419346
0.32443,0.403206
0.333296,0.36609
0.317136,0.397925
0.302103,0.454011
0.333813,0.363361
0.306831,0.532784
0.268363,0.361726
0.278567,0.393779
0.27877,0.514858
0.325191,0.350007
0.290162,0.515844
0.331605,0.357845
0.305642,0.457245
0.320096,0.409772
0.304401,0.515913
0.333159,0.377388
0.349607,0.482026
0.372181,0.522873
0.307254,0.408696
0.287465,0.489652
0.328859,0.559253
0.279495,0.385451
0.360452,0.441907
0.323298,0.541524
0.28878,0.42082
0.307205,0.484955
0.2999,0.500478
0.306434,0.51964
0.321717,0.402421
0.329157,0.346808
0.31845,0.455493
0.369162,0.443331
0.317474,0.400813
0.327298,0.366684
0.335386,0.40176
0.324841,0.381806
0.343702,0.462136
0.305622,0.374183
0.332974,0.35135
0.303891,0.393969
0.329906,0.572283
0.299872,0.327557
0.309618,0.505527
0.288161,0.502358
0.328581,0.401152
0.300367,0.525587
0.305636,0.427176
0.300757,0.446577
0.314021,0.375629
0.250386,0.427899
0.318052,0.469296
0.253944,0.317671
0.318363,0.45708
0.309541,0.379447
0.335118,0.359083
0.319283,0.511126
0.314692,0.409554
0.292475,0.547997
0.327385,0.472649
0.317526,0.392745
0.344583,0.422368
0.321644,0.447933
0.28661,0.401248
0.320644,0.353372
0.317685,0.440199
0.402995,0.413591
0.320668,0.495004
0.336631,0.534924
0.295695,0.425924
0.344649,0.416602
0.334041,0.447767
0.3472,0.439875
0.291906,0.427899
0.285993,0.486233
0.329232,0.41417
0.324562,0.479925
0.320117,0.378205
0.306968,0.375631
0.321322,0.484746
0.278646,0.429217
0.309912,0.37346
0.365819,0.426308
0.31341,0.441151
0.279922,0.425418
0.293245,0.534695
0.316873,0.37637
0.322386,0.449862
0.314921,0.489829
0.331078,0.436022
0.347251,0.412753
0.321989,0.431873
0.314668,0.421161
0.289134,0.473444
0.330176,0.386334
0.353546,0.475319
0.272721,0.457966
0.30854,0.462192
0.322636,0.368495
0.33874,0.490336
0.298659,0.387551
0.298355,0.46297
0.349883,0.432161
0.319357,0.358867
0.294002,0.398248
0.343494,0.442209
0.331013,0.453308
0.29824,0.512074
0.311212,0.383933
0.322456,0.45323
0.278288,0.42731
0.321553,0.389598
0.317868,0.420198
0.303246,0.362796
0.297454,0.349924
0.307276,0.380565
0.323676,0.415033
0.307197,0.50013
0.337005,0.432403
0.315274,0.448824
0.308533,0.398135
0.304219,0.498807
0.328729,0.330167
0.305235,0.414811
0.295512,0.426308
0.320369,0.509234
0.314123,0.363378
0.296113,0.522772
0.342331,0.343666
0.318513,0.450094
0.307333,0.431052
0.316278,0.384981
0.331196,0.496856
0.323536,0.328743
0.31727,0.505711
0.348838,0.477864
0.321873,0.475489
0.279724,0.364728
0.373251,0.360795
0.296801,0.403741
0.310331,0.39229
0.303006,0.447801
0.312872,0.357783
0.261801,0.449283
0.349957,0.381838
0.328588,0.456766
0.307792,0.421598
0.307956,0.473024
0.297915,0.389407
0.328805,0.393913
0.306079,0.454786
0.310851,0.374478
0.311852,0.479164
0.316382,0.403282
0.304669,0.471025
0.332589,0.52088
0.301315,0.417395
0.339332,0.354823
0.336586,0.451709
0.309271,0.384462
0.309855,0.456649
0.306072,0.479642
0.327136,0.543563
0.339053,0.399239
0.314138,0.395176
0.300045,0.411381
0.273101,0.456114
0.302251,0.358636
0.338905,0.37283
0.285446,0.3778
0.343287,0.442589
0.284733,0.461401
0.315301,0.417981
0.324649,0.480243
0.359733,0.375629
0.323229,0.391866
0.321834,0.362815
0.330688,0.376961
0.328368,0.420953
0.335523,0.395176
0.306037,0.479797
0.325018,0.46407
0.35082,0.445871
0.293458,0.481962
0.325787,0.36058
0.273675,0.439875
0.345409,0.489934
0.286286,0.413092
0.27798,0.42669
0.302627,0.491647
0.284223,0.403747
0.287458,0.337004
0.298979,0.470537
0.33888,0.409451
0.335973,0.559567
0.268621,0.500632
0.303551,0.450752
0.328212,0.381396
0.280828,0.446953
0.366321,0.381574
0.284032,0.47155
0.327653,0.352123
0.351725,0.499716
0.305384,0.496106
0.332554,0.496498
0.331034,0.413302
0.310673,0.39704
0.363867,0.455769
0.320052,0.354011
0.33932,0.43235
0.264833,0.471091
0.350712,0.430851
0.334375,0.400361
0.291476,0.425904
0.34746,0.446161
0.275323,0.34787
0.355012,0.469658
0.311628,0.381798
0.291642,0.434756
0.331466,0.477086
0.310157,0.474467
0.335841,0.448916
0.302862,0.400473
0.321212,0.464561
0.327509,0.553605
0.330619,0.491537
0.354495,0.477695
0.353388,0.376092
0.357339,0.545433
0.329821,0.368565
0.311013,0.364215
0.330542,0.466367
0.304535,0.500059
0.329077,0.508902
0.325632,0.361801
0.300257,0.585243
0.372495,0.417986
0.29251,0.466367
0.306122,0.490129
0.350743,0.590889
0.321936,0.542736
0.286632,0.344961
0.319486,0.366445
0.310657,0.376626
0.305427,0.406651
0.329475,0.43477
0.351526,0.419538
0.330593,0.383933
0.268175,0.385484
0.324585,0.387784
0.311944,0.49275
0.367358,0.504629
0.372269,0.414917
0.321065,0.383123
0.315486,0.490929
0.323376,0.361589
0.323284,0.420387
0.322675,0.397998
0.353651,0.386342
0.329077,0.351201
0.282899,0.399262
0.282092,0.350323
0.301605,0.429946
0.331566,0.470006
0.331822,0.487631
0.33303,0.426412
0.32329,0.486254
0.335948,0.420632
0.348936,0.427703
0.293018,0.357187
0.306938,0.440763
0.353528,0.300972
0.277952,0.498738
0.299515,0.470537
0.357751,0.442856
0.313339,0.528251
0.30509,0.493141
0.345417,0.441053
0.329761,0.474252
0.31188,0.456769
0.280997,0.454832
0.30613,0.419385
0.32343,0.489002
0.333144,0.372561
0.314278,0.40672
0.335371,0.438676
0.349984,0.394481
0.348473,0.484666
0.31834,0.438441
0.311651,0.367339
0.337568,0.479414
0.291173,0.431945
0.368922,0.469331
0.310571,0.482734
0.310889,0.506578
0.320213,0.359975
0.32126,0.415656
0.292076,0.323097
0.331596,0.432874
0.349317,0.524782
0.349643,0.466813
0.327006,0.573203
0.266228,0.480196
0.356027,0.398895
0.338674,0.33669
0.286731,0.490204
0.331931,0.515505
0.300271,0.428674
0.324385,0.481526
0.314943,0.398226
0.331471,0.40093
0.282296,0.409945
0.296493,0.462089
0.283194,0.436202
0.315405,0.406979
0.366849,0.386269
0.351857,0.457865
0.337573,0.343666
0.271892,0.528244
0.323282,0.429647
0.334475,0.494133
0.308405,0.504022
0.293817,0.401771
0.351369,0.429045
0.280426,0.477455
0.312492,0.392216
0.268192,0.436787
0.329747,0.301763
0.298982,0.532433
0.320456,0.469055
0.320458,0.493078
0.344457,0.517715
0.300863,0.363136
0.354302,0.438676
0.346477,0.387759
0.369036,0.373371
0.320321,0.486645
0.337292,0.400985
0.354097,0.389682
0.331691,0.329083
0.330614,0.394812
0.310618,0.479709
0.335459,0.477086
0.323348,0.448824
0.28428,0.396823
0.353487,0.381799
0.375836,0.386036
0.373692,0.472456
0.350328,0.383677
0.337502,0.408569
0.321817,0.387464
0.363761,0.449542
0.276191,0.434508
0.343105,0.378489
0.346676,0.368053
0.324518,0.508902
0.380045,0.378488
0.288756,0.44328
0.316083,0.516659
0.333115,0.414193
0.379447,0.578932
0.329303,0.362365
0.293371,0.523031
0.293413,0.463672
0.313595,0.436557
0.320084,0.427703
0.303487,0.433801
0.318567,0.401762
0.344758,0.378352
0.335055,0.506485
0.372955,0.485464
0.300212,0.515914
0.31897,0.425539
0.324686,0.415521
0.306125,0.458462
0.323867,0.392216
0.316409,0.433466
0.322568,0.516659
0.323319,0.394834
0.258531,0.405481
0.288495,0.456303
0.264203,0.370313
0.329304,0.491434
0.342473,0.381229
0.351433,0.354829
0.343787,0.408899
0.267011,0.544494
0.347311,0.446753
0.312313,0.353942
0.324949,0.333809
0.333757,0.466154
0.318097,0.442589
0.246493,0.407693
0.354926,0.302123
0.313759,0.387703
0.326251,0.426781
0.296453,0.454786
0.290924,0.355649
0.332227,0.439355
0.336016,0.388692
0.333813,0.353336
0.3491,0.33242
0.287632,0.458343
0.304248,0.516452
0.345596,0.433964
0.290542,0.460813
0.351489,0.5264
0.316264,0.504495
0.363157,0.514315
0.302649,0.368368
0.320476,0.359877
0.296999,0.54994
0.284511,0.545062
0.300135,0.419058
0.418685,0.433287
0.344643,0.471705
0.3542,0.433147
