STPI_Internal_Correlation,IRP_Internal_Correlation
0.320155,0.485487
0.338784,0.442874
0.352807,0.471586
0.307841,0.592734
0.362323,0.448413
0.323954,0.420387
0.36069,0.324299
0.335684,0.501653
0.281961,0.489833
0.331307,0.450817
0.294448,0.375629
0.321962,0.4535
0.368298,0.491655
0.33621,0.439008
0.287523,0.454931
0.289602,0.476539
0.318135,0.457082
0.295416,0.40176
0.277547,0.34696
0.314203,0.449088
0.340838,0.382031
0.334109,0.435523
0.339789,0.352004
0.255181,0.38564
0.339322,0.390572
0.328364,0.546028
0.317678,0.399262
0.319188,0.453588
0.301701,0.480746
0.277998,0.298982
0.290442,0.514315
0.33166,0.456204
0.313326,0.51166
0.335564,0.461963
0.346036,0.470671
0.350651,0.351201
0.347213,0.404575
0.27959,0.452814
0.345131,0.382368
0.307398,0.469487
0.317792,0.373201
0.293891,0.405978
0.345448,0.412316
0.310793,0.440755
0.363303,0.564131
0.32863,0.360146
0.236628,0.35452
0.374052,0.437759
0.359886,0.553325
0.358249,0.459181
0.284363,0.37839
0.355306,0.426767
0.255998,0.515317
0.308711,0.381627
0.322433,0.456565
0.332482,0.50735
0.299584,0.324724
0.347196,0.462334
0.363817,0.348489
0.325443,0.456766
0.351012,0.534677
0.31452,0.464006
0.322964,0.443754
0.34781,0.493629
0.380035,0.483979
0.289029,0.506777
0.283366,0.445544
0.309765,0.403444
0.348914,0.465901
0.312798,0.437023
0.307953,0.505191
0.315781,0.47704
0.324183,0.379199
0.323936,0.513232
0.321577,0.433043
0.339028,0.405778
0.28949,0.491655
0.315054,0.436642
0.31317,0.443152
0.310657,0.466664
0.323807,0.503667
0.359279,0.314973
0.353413,0.390135
0.256379,0.432323
0.37384,0.440645
0.25899,0.342271
0.315346,0.444679
0.344875,0.486185
0.329418,0.421333
0.318882,0.398955
0.278091,0.473475
0.366627,0.48002
0.342035,0.35491
0.342564,0.449882
0.29705,0.439908
0.304341,0.469178
0.326536,0.44471
0.319379,0.440196
0.282067,0.413365
0.347955,0.52201
0.317608,0.511374
0.34554,0.402421
0.305286,0.34501
0.336442,0.350616
0.312288,0.433447
0.358188,0.419579
0.314058,0.388354
0.283361,0.468839
0.309579,0.369257
0.329725,0.48128
0.369068,0.46796
0.333551,0.387464
0.314052,0.464865
0.323872,0.519595
0.355825,0.468498
0.322135,0.406398
0.330325,0.455189
0.3551,0.530268
0.327118,0.463783
0.314412,0.416999
0.312314,0.529134
0.266321,0.439409
0.310912,0.380619
0.31225,0.526639
0.30243,0.384945
0.312376,0.463276
0.307004,0.532916
0.327307,0.349032
0.315725,0.539355
0.335334,0.445526
0.326055,0.391825
0.319719,0.460161
0.314571,0.452867
0.288671,0.460795
0.382341,0.450842
0.305772,0.473631
0.36342,0.337212
0.35507,0.402169
0.29627,0.369019
0.339851,0.457864
0.325462,0.43687
0.285408,0.400473
0.305491,0.474518
0.357278,0.480463
0.316807,0.360816
0.265905,0.476272
0.29356,0.439864
0.356006,0.443995
0.337953,0.416873
0.305894,0.413271
0.310892,0.451219
0.357561,0.414871
0.258417,0.366969
0.277427,0.384682
0.310732,0.388692
0.317768,0.407255
0.298176,0.437759
0.345884,0.493904
0.333908,0.321817
0.324441,0.459955
0.247585,0.393979
0.307631,0.462934
0.32949,0.487904
0.323941,0.58057
0.240169,0.442251
0.354434,0.4396
0.321985,0.489801
0.329274,0.443554
0.311187,0.539978
0.283375,0.391825
0.338523,0.395186
0.32081,0.410298
0.345049,0.45974
0.342418,0.469531
0.29086,0.444597
0.305576,0.397151
0.364236,0.461179
0.29981,0.550988
0.283889,0.346094
0.303241,0.541409
0.376455,0.370377
0.311088,0.395696
0.306441,0.395347
0.329566,0.537919
0.301215,0.395157
0.30472,0.421222
0.336702,0.361866
0.311419,0.416972
0.304416,0.334229
0.310118,0.487687
0.324656,0.409017
0.319923,0.54543
0.31061,0.469178
0.35539,0.410788
0.282453,0.47212
0.331012,0.476423
0.317219,0.431503
0.307105,0.455656
0.31603,0.481425
0.315169,0.403758
0.34021,0.538968
0.313666,0.499941
0.328686,0.375631
0.314854,0.369257
0.309355,0.424281
0.298721,0.43571
0.318303,0.525478
0.325135,0.395572
0.300356,0.417435
0.314836,0.295369
0.317066,0.406539
0.303355,0.480499
0.361087,0.46227
0.329373,0.402169
0.308807,0.419728
0.289516,0.483291
0.281304,0.408727
0.327066,0.406669
0.286584,0.474518
0.305859,0.521136
0.296302,0.355051
0.277693,0.332038
0.310945,0.522973
0.34988,0.546422
0.312926,0.442477
0.337579,0.457569
0.295569,0.483001
0.29409,0.430408
0.361782,0.403741
0.307307,0.469681
0.299588,0.466761
0.346817,0.538026
0.315651,0.508705
0.34455,0.545433
0.274624,0.539735
0.335634,0.510528
0.32275,0.303887
0.347997,0.317204
0.344155,0.455463
0.263823,0.4059
0.288995,0.499984
0.281672,0.532942
0.326635,0.469531
0.33583,0.423808
0.305552,0.488228
0.293541,0.527719
0.336127,0.500738
0.289095,0.381252
0.388324,0.453987
0.360196,0.447026
0.33842,0.406933
0.346277,0.382415
0.344081,0.522556
0.315729,0.493465
0.35032,0.407378
0.363865,0.443966
0.310517,0.489974
0.336211,0.383501
0.359432,0.46315
0.292032,0.474398
0.293871,0.387759
0.32315,0.470154
0.3501,0.375351
0.381553,0.386044
0.28901,0.444602
0.345525,0.366412
0.323656,0.389497
0.299876,0.426246
0.300563,0.406939
0.292821,0.347508
0.343763,0.491858
0.323605,0.439126
0.283275,0.48002
0.309805,0.469973
0.301854,0.394853
0.316196,0.406913
0.304989,0.483263
0.33893,0.413768
0.36146,0.308294
0.302236,0.414483
0.309829,0.480221
0.316864,0.412856
0.289371,0.507601
0.298417,0.406833
0.271009,0.533889
0.282953,0.577928
0.355865,0.409503
0.31863,0.450666
0.336161,0.41807
0.275288,0.443178
0.371374,0.470068
0.295016,0.553916
0.329622,0.518106
0.306231,0.479597
0.345404,0.539889
0.324772,0.469487
0.326631,0.35711
0.270823,0.367708
0.318219,0.410913
0.299457,0.413394
0.349344,0.500632
0.295483,0.460855
0.305748,0.469973
0.311585,0.562875
0.353655,0.541524
0.267927,0.407918
0.35362,0.431446
0.322784,0.394853
0.33583,0.53866
0.335864,0.38881
0.311504,0.452206
0.355749,0.464209
0.316704,0.392317
0.330551,0.410624
0.348184,0.432984
0.335794,0.461963
0.349535,0.426446
0.356819,0.496516
0.309409,0.463461
0.339128,0.4658
0.284228,0.407433
0.30218,0.399036
0.335542,0.504086
0.309007,0.459901
0.305734,0.47212
0.309964,0.376626
0.34608,0.349704
0.297454,0.441713
0.283361,0.425559
0.325826,0.376181
0.319146,0.445904
0.330117,0.46063
0.380982,0.402971
0.30437,0.462136
0.344535,0.544655
0.29408,0.482786
0.313671,0.366819
0.356102,0.490693
0.283254,0.432161
0.378963,0.462903
0.324678,0.472501
0.297474,0.380451
0.323094,0.407161
0.323066,0.468181
0.321248,0.451219
0.352072,0.369872
0.290356,0.417033
0.298871,0.461495
0.340073,0.441986
0.338905,0.489829
0.313335,0.445313
0.296432,0.403782
0.302779,0.427139
0.307099,0.418203
0.350318,0.345273
0.305734,0.500478
0.349144,0.45669
0.342978,0.495616
0.359017,0.515985
0.324448,0.418199
0.293753,0.487471
0.32437,0.333985
0.315348,0.368009
0.338688,0.449297
0.319783,0.419487
0.336897,0.488385
0.331867,0.415881
0.291882,0.429145
0.255726,0.39536
0.311329,0.422382
0.33571,0.437023
0.37875,0.451393
0.351697,0.445851
0.307126,0.455597
0.269038,0.443754
0.322295,0.328439
0.301467,0.439355
0.290024,0.382415
0.363853,0.432323
0.336866,0.425171
0.324885,0.448013
0.359577,0.453302
0.346468,0.428925
0.348014,0.361127
0.262829,0.440826
0.3681,0.57751
0.330147,0.438013
0.296749,0.376801
0.325225,0.472712
0.345628,0.357348
0.283297,0.523378
0.31646,0.43235
0.326549,0.41639
0.324642,0.429458
0.304154,0.354648
0.28707,0.472319
0.292979,0.355864
0.316188,0.368811
0.332993,0.469531
0.332583,0.52401
0.326433,0.397515
0.363549,0.402898
0.353724,0.381396
0.294692,0.52691
0.351771,0.441844
0.280953,0.363778
0.329523,0.567001
0.307772,0.444846
0.312107,0.459901
0.339322,0.425379
0.302296,0.51944
0.303553,0.391057
0.312318,0.469487
0.309221,0.369017
0.305179,0.432323
0.317654,0.387464
0.323456,0.395827
0.306902,0.472455
0.345845,0.354374
0.398121,0.55009
0.321568,0.470504
0.302001,0.483666
0.324174,0.423689
0.332321,0.473188
0.333722,0.393313
0.340405,0.49299
0.339582,0.484613
0.343641,0.543563
0.310511,0.444829
0.33665,0.383933
0.312679,0.46216
0.304908,0.343402
0.292839,0.437424
0.340861,0.412629
0.342557,0.516893
0.359134,0.441844
0.303395,0.463233
0.311029,0.45708
0.342146,0.343883
0.33678,0.490751
0.294541,0.357095
0.347144,0.530174
0.348587,0.426142
0.347693,0.358249
0.332785,0.511102
0.333236,0.454666
0.269421,0.398139
0.346572,0.394505
0.326439,0.479259
0.315612,0.468822
0.301171,0.410215
0.320828,0.47119
0.308044,0.437759
0.333968,0.470618
0.299135,0.429946
0.374434,0.504867
0.31351,0.398473
0.331375,0.548971
0.304688,0.487078
0.326177,0.375499
0.324234,0.453812
0.308513,0.404434
0.282009,0.43821
0.316563,0.428253
0.345541,0.533222
0.334317,0.5261
0.32679,0.415004
0.285906,0.369508
0.324342,0.406742
0.366422,0.344945
0.304698,0.365218
0.309718,0.393875
0.284713,0.46297
0.295502,0.499888
0.339982,0.459041
0.301412,0.405033
0.312344,0.477365
0.308958,0.428361
0.307197,0.42497
0.310557,0.354623
0.314101,0.342936
0.343179,0.351188
0.339063,0.437734
0.325728,0.413033
0.323486,0.355212
0.292013,0.52726
0.296592,0.398912
0.315627,0.408337
0.336295,0.348327
0.34026,0.512517
0.332061,0.434781
0.286956,0.368075
0.327938,0.388803
0.323512,0.4344
0.321337,0.569073
0.385825,0.448813
0.307811,0.329701
0.37194,0.508935
0.318491,0.408899
0.312997,0.473188
0.308173,0.393832
0.337907,0.362481
0.330419,0.380254
0.327951,0.481215
0.291227,0.462903
0.336606,0.475747
0.342399,0.389641
0.340483,0.48667
0.372799,0.424251
0.350794,0.457607
0.355677,0.51868
0.339642,0.529755
0.336787,0.439156
0.292422,0.447316
0.313917,0.417323
0.366922,0.421047
0.305023,0.45256
0.328932,0.394133
0.306814,0.493639
0.315484,0.445941
0.342863,0.442865
0.303732,0.404917
0.341884,0.439875
0.294493,0.379199
0.321925,0.510235
0.326631,0.407256
0.359932,0.355643
0.327934,0.369697
0.26062,0.481922
0.310336,0.508699
0.284598,0.511688
0.303634,0.426781
0.332462,0.521508
0.3087,0.470875
0.307444,0.544663
0.278929,0.535151
0.30574,0.405576
0.308792,0.391206
0.342485,0.450087
0.301687,0.302599
0.361332,0.453078
0.305661,0.447994
0.293829,0.430574
0.309635,0.384576
0.320551,0.384382
0.338156,0.44328
0.307286,0.410768
0.321782,0.471671
0.331922,0.414722
0.311908,0.406742
0.317166,0.354394
0.296001,0.485073
0.316604,0.479709
0.283569,0.408336
0.313863,0.522093
0.362971,0.46227
0.369938,0.330167
0.302533,0.303664
0.32001,0.406913
0.338894,0.442251
0.308488,0.417981
0.334584,0.471671
0.281196,0.413519
0.342827,0.40342
0.298212,0.491233
0.334494,0.462265
0.309143,0.519318
0.316583,0.364654
0.314733,0.492862
0.295157,0.513111
0.305848,0.381223
0.294888,0.468997
0.353333,0.460873
0.273207,0.452625
0.358903,0.467153
0.312585,0.419537
0.326649,0.440949
0.276188,0.533011
0.319356,0.473876
0.269736,0.41335
0.273748,0.421532
0.33328,0.394879
0.353989,0.483934
0.343807,0.495074
0.321417,0.364774
0.341026,0.446661
0.300023,0.372647
0.354907,0.434192
0.33417,0.440602
0.29071,0.400378
0.313589,0.442697
0.378929,0.464825
0.320799,0.530726
0.321331,0.395845
0.332798,0.410407
0.324013,0.486534
0.323955,0.443782
0.310753,0.396302
0.303756,0.432075
0.363379,0.481418
0.337949,0.463402
0.369033,0.503008
0.309317,0.496958
0.295236,0.432232
0.347216,0.397834
0.326894,0.509424
0.361212,0.478175
0.368426,0.378825
0.340956,0.473569
0.293903,0.409919
0.332115,0.460358
0.388934,0.454141
0.353633,0.522231
0.311468,0.473629
0.32955,0.457489
0.30456,0.408569
0.342828,0.504495
0.374599,0.463149
0.309883,0.46227
0.330332,0.437742
0.280719,0.46746
0.293961,0.46022
0.367718,0.415154
0.307432,0.354358
0.345541,0.370235
0.322006,0.411088
0.316745,0.414026
0.330706,0.354447
0.303143,0.433654
0.280903,0.462136
0.359894,0.521418
0.300336,0.321918
0.293609,0.481533
0.263181,0.491044
0.352818,0.465901
0.327123,0.430408
0.295744,0.514315
0.33249,0.522873
0.362233,0.421532
0.340564,0.423638
0.310549,0.491016
0.316474,0.421532
0.358474,0.395375
0.312206,0.397744
0.331508,0.474395
0.313699,0.430945
0.308735,0.440196
0.296044,0.518236
0.289937,0.327584
0.326876,0.42575
0.352732,0.427916
0.334514,0.413869
0.312449,0.352745
0.346252,0.409424
0.30584,0.45669
0.327774,0.334774
0.276622,0.447882
0.28557,0.460358
0.325009,0.456277
0.306242,0.375629
0.337559,0.433801
0.282333,0.422003
0.349991,0.405451
0.313626,0.508729
0.413323,0.535431
0.297026,0.379434
0.3173,0.392972
0.330057,0.469317
0.302722,0.472463
0.335605,0.474237
0.304612,0.382754
0.274009,0.422963
0.339931,0.461393
0.283766,0.493688
0.286616,0.493941
0.318137,0.44909
0.331394,0.505793
0.307017,0.416617
0.320177,0.443468
0.339168,0.573056
0.330565,0.513938
0.307836,0.535376
0.257305,0.404621
0.296075,0.351172
0.317133,0.492062
0.329206,0.559766
0.317237,0.436642
0.3257,0.53101
0.333571,0.388769
0.372285,0.321696
0.360219,0.512886
0.316142,0.404939
0.294873,0.261315
0.300053,0.510677
0.33635,0.551768
0.324169,0.57839
0.338185,0.359525
0.345569,0.479272
0.354689,0.450805
0.305147,0.375631
0.317716,0.364964
0.318322,0.437953
0.31643,0.336365
0.276576,0.457131
0.294196,0.446753
0.317031,0.401134
0.342737,0.403462
0.318922,0.392011
0.270915,0.55685
0.291671,0.412226
0.31612,0.485154
0.330542,0.462676
0.319068,0.384682
0.330904,0.413508
0.320718,0.315519
0.308201,0.39827
0.327453,0.401491
0.310254,0.449425
0.317647,0.422268
0.301334,0.462503
0.351148,0.401529
0.309963,0.474237
0.304027,0.446158
0.377284,0.384223
0.334736,0.437739
0.295623,0.348808
0.355314,0.414529
0.310482,0.440829
0.337949,0.422696
0.339076,0.379277
0.34545,0.511744
0.330328,0.347508
0.365991,0.402545
0.348488,0.40396
0.313409,0.578767
0.304697,0.422683
0.307166,0.44307
0.291782,0.4344
0.29705,0.426412
0.326775,0.449455
0.284726,0.417435
0.313581,0.41919
0.32199,0.334493
0.274998,0.452721
0.31779,0.45982
0.303981,0.358031
0.31499,0.411147
0.306662,0.426396
0.352938,0.486232
0.297066,0.432866
0.305913,0.43022
0.341372,0.4071
0.302855,0.526893
0.377836,0.452487
0.292271,0.322493
0.269232,0.444051
0.294924,0.502449
0.230289,0.486777
0.360204,0.436658
0.323584,0.43765
0.345004,0.472077
0.243635,0.366599
0.332715,0.514581
0.346888,0.447032
0.353177,0.42314
0.333381,0.409922
0.274505,0.513653
0.309828,0.459952
0.348042,0.417033
0.289493,0.42497
0.333681,0.503797
0.299196,0.450094
0.330136,0.517976
0.371416,0.351853
0.356332,0.528306
0.303226,0.366541
0.309344,0.361232
0.330245,0.44331
0.263368,0.375118
0.316283,0.485651
0.305756,0.351445
0.321698,0.53272
0.312194,0.399977
0.337031,0.504086
0.326801,0.458645
0.307192,0.348489
0.306397,0.385949
0.289542,0.530357
0.387674,0.47716
0.315883,0.461273
0.340831,0.46407
0.334195,0.476199
0.300198,0.50134
0.313805,0.41681
0.34608,0.344917
0.329687,0.480828
0.296454,0.443309
0.338846,0.505082
0.332181,0.377678
0.341945,0.453588
0.28209,0.404777
0.385997,0.417948
0.300229,0.548971
0.264644,0.527425
0.320257,0.533655
0.393402,0.418199
0.323606,0.393648
0.368156,0.444843
0.308272,0.389253
0.322104,0.497937
0.34239,0.550892
0.328142,0.471045
0.357935,0.423763
0.345058,0.462903
0.351334,0.548376
0.281137,0.380254
0.348039,0.404562
0.286677,0.364309
0.315887,0.425559
0.328053,0.490893
0.272236,0.473922
0.296141,0.392671
0.335991,0.457734
0.335645,0.449862
0.315943,0.512184
0.339198,0.458969
0.35827,0.468814
0.341533,0.307722
0.303391,0.539466
0.282387,0.356045
0.310161,0.368526
0.392434,0.390696
0.312156,0.442589
0.34416,0.395286
0.308471,0.40704
0.313736,0.464865
0.326915,0.453588
0.317621,0.433229
0.293706,0.423948
0.311624,0.420749
0.301463,0.445934
0.28653,0.506339
0.32263,0.388151
0.309024,0.396126
0.364047,0.379897
0.336495,0.552728
0.342753,0.398226
0.36237,0.426935
0.306286,0.39421
0.322808,0.426198
0.303365,0.427813
0.328141,0.389441
0.30765,0.482818
0.332077,0.426142
0.287252,0.387759
0.305017,0.378384
0.367583,0.4015
0.32756,0.386149
0.302936,0.486373
0.328278,0.488002
0.303212,0.496832
0.308694,0.520614
0.351241,0.539356
0.309394,0.504932
0.308809,0.503635
0.320738,0.516365
0.335355,0.467188
0.350502,0.515527
0.293699,0.336535
0.340058,0.508891
0.347899,0.491894
0.342951,0.48024
0.351154,0.360342
0.358155,0.437826
0.255748,0.448607
0.306445,0.441151
0.356717,0.433149
0.325222,0.552946
0.334131,0.381875
0.341317,0.36056
0.32577,0.498365
0.34167,0.397998
0.363108,0.437035
0.285604,0.421047
0.354994,0.359336
0.313608,0.475692
0.345105,0.589705
0.358823,0.39536
0.334943,0.337664
0.346238,0.62179
0.350455,0.389126
0.331675,0.432453
0.307776,0.438817
0.329093,0.359431
0.309473,0.417986
0.327031,0.491894
0.324919,0.397515
0.330455,0.530174
0.286172,0.429524
0.336146,0.481418
0.242903,0.463149
0.277791,0.463287
0.344545,0.493941
0.289727,0.328439
0.35071,0.390567
0.310576,0.446161
0.323046,0.423017
0.330798,0.428889
0.312536,0.434145
0.326962,0.535764
0.282848,0.450817
0.353974,0.559693
0.290646,0.512232
0.314268,0.47882
0.330833,0.539735
0.366396,0.445671
0.29535,0.427923
0.341604,0.510235
0.334302,0.351263
0.312114,0.47982
0.337798,0.561711
0.308438,0.477616
0.324573,0.451393
0.337326,0.476199
0.350545,0.392216
0.318681,0.398247
0.319144,0.398227
0.301967,0.323313
0.340876,0.455994
0.339043,0.390048
0.318856,0.429274
0.301659,0.491787
0.271652,0.458915
0.341914,0.475901
0.264509,0.457286
0.309603,0.422382
0.283613,0.452869
0.319516,0.445249
0.309872,0.325834
0.287951,0.276892
0.332776,0.404905
0.294804,0.435339
0.3569,0.452135
0.336812,0.475489
0.288478,0.429332
0.295801,0.491434
0.31513,0.374194
0.325464,0.400015
0.349863,0.533011
0.310844,0.440949
0.34396,0.399312
0.330165,0.483461
0.283264,0.348074
0.287074,0.387982
0.30849,0.401655
0.287112,0.462503
0.297918,0.528367
0.319205,0.409922
0.292859,0.521307
0.312265,0.371625
0.311101,0.429429
0.30935,0.468498
0.317464,0.517736
0.307802,0.5966
0.31639,0.439194
0.344782,0.381556
0.308658,0.458628
0.332528,0.485583
0.298039,0.57368
0.287056,0.449484
0.312315,0.454011
0.334857,0.397515
0.320621,0.492445
0.349551,0.421598
0.354644,0.373763
0.320034,0.349911
0.324856,0.43824
0.295548,0.46022
0.304509,0.480762
0.352659,0.535569
0.356947,0.39822
0.281975,0.437023
0.30554,0.45748
0.338574,0.499422
0.318958,0.469212
0.323102,0.387759
0.2758,0.405917
0.299905,0.524425
0.324449,0.517563
0.364577,0.368009
0.38043,0.347031
0.320872,0.464275
0.365854,0.447616
0.304597,0.563505
0.274205,0.453078
0.353446,0.446216
0.321212,0.405281
0.335598,0.514745
0.325858,0.487841
0.317506,0.521789
0.32955,0.484595
0.297234,0.420096
0.362364,0.469312
0.324653,0.393347
0.330173,0.505719
0.295236,0.375404
0.330796,0.498877
0.33895,0.522584
0.336649,0.483465
0.326503,0.493828
0.280408,0.457339
0.350762,0.400781
0.354578,0.499479
0.302237,0.507904
0.296779,0.393938
0.248003,0.412825
0.370986,0.407641
0.33871,0.422737
0.290314,0.479505
0.314143,0.434
0.303691,0.483008
0.346839,0.384682
0.327978,0.46796
0.331703,0.467794
0.299284,0.445223
0.336176,0.418248
0.296053,0.440623
0.341095,0.468839
0.331667,0.433064
0.329626,0.366969
0.312059,0.519445
0.338161,0.440351
0.301131,0.416236
0.35171,0.446535
0.287991,0.411855
0.360784,0.405868
0.345416,0.471806
0.318298,0.457475
0.283776,0.357382
0.331012,0.402016
0.317761,0.444829
0.31769,0.426198
0.274477,0.484746
0.304559,0.375571
0.343996,0.474266
0.267707,0.370235
0.323323,0.493146
0.271371,0.473422
0.327808,0.418073
0.341496,0.487117
0.347491,0.493688
0.292836,0.440949
0.306208,0.46017
0.29222,0.57889
0.316195,0.368006
0.352417,0.472814
0.266378,0.565426
0.317292,0.420332
0.33161,0.432724
0.305933,0.413376
0.312557,0.540012
0.300617,0.532363
0.29932,0.430464
0.390264,0.50011
0.313345,0.395828
0.35522,0.464082
0.328341,0.345463
0.337823,0.393406
0.346862,0.508584
0.316506,0.508891
0.311977,0.409368
0.334893,0.450788
0.348827,0.48024
0.306727,0.462984
0.34472,0.493939
0.345053,0.384981
0.287619,0.41066
0.324921,0.479982
0.302198,0.250164
0.379029,0.397359
0.344198,0.45256
0.31868,0.428334
0.283298,0.484318
0.338625,0.480463
0.328054,0.414354
0.299935,0.541165
0.331858,0.443347
0.327195,0.440289
0.319794,0.313461
0.309855,0.335905
0.302666,0.453302
0.340533,0.357326
0.290234,0.47119
0.31761,0.46022
0.303689,0.448071
0.351068,0.486185
0.277931,0.385949
0.298808,0.498286
0.338061,0.394242
0.326874,0.361866
0.315951,0.433466
0.359658,0.446953
0.313916,0.536396
0.347603,0.455578
0.351497,0.481793
0.344563,0.437035
0.313386,0.519685
0.347402,0.427635
0.314629,0.4872
0.312759,0.423793
0.299289,0.399485
0.326851,0.49275
0.342658,0.376572
0.325459,0.389168
0.294184,0.5005
0.354321,0.452857
0.281455,0.462136
0.34503,0.529625
0.321058,0.480565
0.292298,0.443347
0.285329,0.433386
0.317367,0.491233
0.319823,0.384462
0.324867,0.429061
0.33304,0.548396
0.311987,0.509424
0.375124,0.481124
0.345251,0.554602
0.310999,0.483037
0.335807,0.352745
0.320808,0.444379
0.275808,0.404573
0.30952,0.413585
0.30406,0.385567
0.282893,0.339986
0.370199,0.42929
0.314804,0.371106
0.313115,0.357095
0.303535,0.327066
0.271705,0.38351
0.289156,0.395176
0.323165,0.423358
0.30899,0.389151
0.351019,0.483122
0.288687,0.337386
0.343199,0.452869
0.299438,0.427712
0.356239,0.422629
0.283687,0.446216
0.321799,0.456155
0.268405,0.473618
0.332747,0.432412
0.350744,0.322887
0.333342,0.382018
0.354902,0.427173
0.300997,0.466704
0.326549,0.411462
0.291765,0.573355
0.357399,0.433801
0.35452,0.455302
0.344674,0.493141
0.374532,0.456969
0.315955,0.396302
0.340486,0.395963
0.334725,0.365371
0.326348,0.41157
0.317541,0.465703
0.281208,0.528287
0.32097,0.35452
0.340075,0.460931
0.365052,0.443754
0.309195,0.414981
0.345039,0.398588
0.31974,0.408335
0.280055,0.37811
0.317116,0.346453
0.328819,0.383578
0.32534,0.431716
0.34492,0.409436
0.3158,0.515604
0.311426,0.39156
0.330492,0.325373
0.274949,0.452779
0.376631,0.453222
0.351702,0.528998
0.341137,0.517899
0.337193,0.515604
0.32452,0.454011
0.315293,0.400813
0.28115,0.438057
0.34233,0.408411
0.289231,0.524672
0.298846,0.443524
0.283738,0.347968
0.325356,0.490221
0.345974,0.500972
0.316014,0.409916
0.309744,0.458822
0.32374,0.513653
0.334976,0.37418
0.314642,0.394853
0.336503,0.335962
0.326077,0.461916
0.323026,0.486016
0.343601,0.327703
0.333409,0.501085
0.349376,0.522534
0.314159,0.496829
0.378423,0.41931
0.325968,0.419487
0.336054,0.472368
0.30926,0.479505
0.311006,0.275458
0.297597,0.364181
0.305943,0.406303
0.341263,0.44854
0.293307,0.550543
0.284449,0.488195
0.28981,0.49209
0.314349,0.389298
0.352816,0.452814
0.30865,0.417986
0.356114,0.312981
0.305302,0.390696
0.30679,0.41532
0.324404,0.536887
0.311335,0.410107
0.350419,0.469312
0.327324,0.552897
0.31433,0.382868
0.326822,0.436067
0.313789,0.395375
0.357507,0.397192
0.271716,0.472451
0.362222,0.482749
0.328306,0.506339
0.323666,0.442412
0.330032,0.49432
0.312667,0.481668
0.33422,0.398252
0.311211,0.403475
0.320764,0.315872
0.320019,0.437483
0.299501,0.369284
0.313021,0.428253
0.308184,0.429171
0.326531,0.433388
0.351844,0.361042
0.301379,0.45381
0.314757,0.392665
0.348944,0.516547
0.273452,0.410037
0.347429,0.418925
0.323822,0.432816
0.277137,0.463114
0.324739,0.454021
0.330225,0.41422
0.360173,0.495888
0.293152,0.455647
0.316666,0.478554
0.304943,0.426579
0.366932,0.424682
0.317861,0.46891
0.310809,0.473345
0.28545,0.409503
0.344148,0.466684
0.27629,0.482026
0.290874,0.475878
0.29591,0.392707
0.296197,0.466871
0.345379,0.510786
0.279456,0.555503
0.356885,0.335413
0.303506,0.487841
0.291359,0.489252
0.301321,0.425361
0.314284,0.439148
0.308336,0.433423
0.350406,0.363495
0.305832,0.439148
0.374688,0.442947
0.344434,0.424861
0.324921,0.462192
0.360516,0.527087
0.283986,0.476539
0.329274,0.405404
0.340413,0.438806
0.352665,0.477392
0.328289,0.441986
0.338869,0.442733
0.306106,0.429458
0.350365,0.440289
0.307898,0.434199
0.284967,0.397186
0.335919,0.496986
0.324254,0.422721
0.327446,0.565427
0.351806,0.366498
0.370192,0.446216
0.365999,0.489713
0.300742,0.530174
0.329483,0.369761
0.301817,0.403999
0.302903,0.507934
0.337418,0.422797
0.346175,0.401401
0.317124,0.519386
0.329576,0.448832
0.296224,0.463276
0.301862,0.391263
0.30076,0.318184
0.323727,0.516547
0.339596,0.45982
0.342631,0.395817
0.308272,0.351346
0.292337,0.479221
0.297825,0.372561
0.330684,0.452206
0.358601,0.562875
0.29296,0.453302
0.317357,0.460975
0.322349,0.462896
0.301483,0.391214
0.344066,0.503299
0.359332,0.401771
0.346462,0.479709
0.310961,0.403881
0.313183,0.554747
0.350266,0.344494
0.295054,0.49418
0.317648,0.400638
0.333107,0.474252
0.316705,0.393895
0.33571,0.469487
0.303241,0.441396
0.322333,0.519595
0.291154,0.4856
0.356631,0.345938
0.314931,0.445904
0.310398,0.361432
0.318745,0.379412
0.318378,0.447316
0.273375,0.407324
0.363043,0.446082
0.317245,0.443995
0.278187,0.504932
0.310691,0.462903
0.308245,0.370313
0.302299,0.638895
0.353784,0.468728
0.315723,0.449777
0.355063,0.429368
0.300773,0.416924
0.319475,0.43824
0.326512,0.479045
0.28236,0.447872
0.338486,0.551102
0.337875,0.458929
0.305934,0.536717
0.335781,0.434372
0.359597,0.479259
0.322391,0.400613
0.27262,0.452206
0.324072,0.438806
0.329909,0.428253
0.3494,0.474796
0.276198,0.457734
0.324258,0.381957
0.301615,0.490923
0.295988,0.489513
0.261548,0.349786
0.326845,0.397186
0.321295,0.437841
0.335276,0.418956
0.350747,0.469531
0.319836,0.410119
0.348789,0.438013
0.301406,0.378205
0.307543,0.404905
0.300947,0.410119
0.310225,0.498365
0.353728,0.397494
0.285953,0.405672
0.295331,0.495229
0.305421,0.465398
0.349994,0.463427
0.303061,0.463371
0.292405,0.457082
0.342024,0.497298
0.304014,0.432957
0.336593,0.455901
0.297423,0.460845
0.343984,0.366043
0.328343,0.419796
0.325128,0.486724
0.326342,0.431346
0.298091,0.43821
