CPY,JCR_IF,FCR
2.666666667,2.029,5.722040506
2.666666667,2.033,6.787976331
2.666666667,2.044,7.193510204
2.666666667,2.045,8.546558904
2.666666667,2.063,9.592787018
2.666666667,2.084,4.514270588
2.666666667,2.09,8.443308605
2.666666667,2.092,5.224055882
2.666666667,2.099,6.662189076
2.666666667,2.105,7.024645631
2.666666667,2.106,4.517378641
2.666666667,2.121,6.106415
2.666666667,2.132,3.322472222
2.666666667,2.135,5.287258333
2.666666667,2.144,5.900337838
2.666666667,2.154,4.991801887
2.666666667,2.154,4.769105263
2.666666667,2.157,7.792217617
2.666666667,2.169,9.040398876
2.666666667,2.173,5.472714286
2.666666667,2.173,3.829371795
2.666666667,2.177,8.51919697
2.666666667,2.177,8.505649533
2.666666667,2.178,8.415440678
2.666666667,2.182,3.481368932
2.666666667,2.192,6.868339071
2.666666667,2.223,9.398929712
2.666666667,2.223,7.62073057
2.666666667,2.23,11.41083562
2.666666667,2.235,5.105983923
2.666666667,2.243,5.37227451
2.666666667,2.265,4.942973684
2.666666667,2.276,3.062069124
2.666666667,2.279,5.994240223
2.666666667,2.289,6.100077103
2.666666667,2.289,4.166607427
2.666666667,2.295,8.084655556
2.666666667,2.31,3.539678161
2.666666667,2.313,3.8984
2.666666667,2.321,4.305811024
2.666666667,2.322,5.639655844
2.666666667,2.338,14.072
2.666666667,2.341,6.401679412
2.666666667,2.347,14.03259912
2.666666667,2.352,5.15625
2.666666667,2.356,6.303367188
2.666666667,2.362,3.917654762
2.666666667,2.368,5.930641026
2.666666667,2.381,2.489344371
2.666666667,2.395,9.246816547
2.666666667,2.405,8.890818182
2.666666667,2.405,6.139532134
2.666666667,2.409,4.447523364
2.666666667,2.426,5.415748503
2.666666667,2.435,9.794410448
2.666666667,2.439,5.742442149
2.666666667,2.44,4.985373333
2.666666667,2.447,6.657616162
2.666666667,2.449,10.12809167
2.666666667,2.449,8.656273179
2.666666667,2.457,7.194364198
2.666666667,2.46,6.942498214
2.666666667,2.474,5.715367403
2.666666667,2.497,2.852449664
2.666666667,2.5,4.938769231
2.666666667,2.513,8.904720131
2.666666667,2.524,3.123566406
2.666666667,2.531,7.470584677
2.666666667,2.534,2.672785714
2.666666667,2.536,6.161057949
2.666666667,2.538,7.994425656
2.666666667,2.538,5.341101695
2.666666667,2.538,5.081850267
2.666666667,2.541,5.676375
2.666666667,2.546,7.168259259
2.666666667,2.547,3.319132813
2.666666667,2.548,9.020821429
2.666666667,2.557,4.771783951
2.666666667,2.58,5.238784653
2.666666667,2.585,5.940101563
2.666666667,2.588,6.963605263
2.666666667,2.605,7.468134228
2.666666667,2.605,5.595076923
2.666666667,2.605,5.274337838
2.666666667,2.609,5.995514039
2.666666667,2.637,8.942754673
2.666666667,2.637,4.078103896
2.666666667,2.657,3.472981818
2.666666667,2.659,6.523227723
2.666666667,2.67,6.119234234
2.666666667,2.71,3.298793651
2.666666667,2.718,5.225072011
2.666666667,2.72,7.922052632
2.666666667,2.721,9.321834983
2.666666667,2.726,6.995385246
2.666666667,2.744,9.882670455
2.666666667,2.744,8.424678392
2.666666667,2.757,6.033303965
2.666666667,2.76,5.193973822
2.666666667,2.77,5.466163743
2.666666667,2.776,6.528006211
2.666666667,2.776,6.026659016
2.666666667,2.781,3.196736842
2.666666667,2.795,7.950145228
2.666666667,2.797,4.943861538
2.666666667,2.822,6.855992806
2.666666667,2.822,6.790374194
2.666666667,2.833,11.2853674
2.666666667,2.836,9.135186508
2.666666667,2.844,6.737937294
2.666666667,2.845,5.568910714
2.666666667,2.849,5.29179351
2.666666667,2.849,3.851955882
2.666666667,2.86,6.365349515
2.666666667,2.865,9.337786378
2.666666667,2.87,5.285521739
2.666666667,2.89,6.296099206
2.666666667,2.895,9.157090909
2.666666667,2.895,6.068924138
2.666666667,2.903,5.315712418
2.666666667,2.905,7.424013889
2.666666667,2.906,4.072629032
2.666666667,2.932,4.321784615
2.666666667,2.948,6.485710084
2.666666667,2.948,5.45558676
2.666666667,2.965,7.932365729
2.666666667,2.965,6.080120718
2.666666667,2.966,3.245078947
2.666666667,2.967,5.459306667
2.666666667,2.967,4.610588235
2.666666667,2.986,8.30257337
2.666666667,2.986,7.397216061
2.666666667,2.986,7.128444015
2.666666667,3.005,5.05189404
2.666666667,3.022,5.93594958
2.666666667,3.027,6.202955473
2.666666667,3.036,6.084660305
2.666666667,3.036,5.277636943
2.666666667,3.042,6.515267081
2.666666667,3.046,6.270723301
2.666666667,3.054,4.381257663
2.666666667,3.058,7.672684601
2.666666667,3.058,4.555287449
2.666666667,3.058,3.815652893
2.666666667,3.063,3.656314286
2.666666667,3.065,3.052813725
2.666666667,3.079,4.600425
2.666666667,3.09,10.45240278
2.666666667,3.092,6.645633484
2.666666667,3.092,6.526355372
2.666666667,3.097,5.659819398
2.666666667,3.112,6.896126374
2.666666667,3.116,6.880780876
2.666666667,3.117,4.983448718
2.666666667,3.122,3.847989474
2.666666667,3.123,5.898845118
2.666666667,3.125,5.221414493
2.666666667,3.139,6.589348974
2.666666667,3.159,8.957294326
2.666666667,3.159,6.874350329
2.666666667,3.159,5.389648649
2.666666667,3.162,5.495261838
2.666666667,3.178,5.807362069
2.666666667,3.178,3.85378607
2.666666667,3.203,11.27534272
2.666666667,3.214,9.330882231
2.666666667,3.22,4.238412162
2.666666667,3.223,5.205725962
2.666666667,3.225,3.9595
2.666666667,3.225,3.82804717
2.666666667,3.225,3.551527473
2.666666667,3.226,8.987979167
2.666666667,3.226,7.856136986
2.666666667,3.226,7.567176991
2.666666667,3.226,7.43265625
2.666666667,3.226,5.488718182
2.666666667,3.226,5.235582192
2.666666667,3.237,4.804679487
2.666666667,3.239,2.918573684
2.666666667,3.26,6.964016129
2.666666667,3.292,9.629855469
2.666666667,3.292,7.243382222
2.666666667,3.292,6.911261411
2.666666667,3.321,7.107801653
2.666666667,3.322,9.866334728
2.666666667,3.323,4.767385366
2.666666667,3.342,7.152165289
2.666666667,3.353,3.979719512
2.666666667,3.359,6.445012632
2.666666667,3.359,5.253708434
2.666666667,3.359,4.948935484
2.666666667,3.366,6.055272727
2.666666667,3.366,4.080416667
2.666666667,3.374,6.100085575
2.666666667,3.392,7.922030108
2.666666667,3.392,6.216772093
2.666666667,3.418,6.980376569
2.666666667,3.42,5.09006015
2.666666667,3.427,7.114931452
2.666666667,3.427,6.291930712
2.666666667,3.427,5.975470209
2.666666667,3.427,5.445089147
2.666666667,3.427,5.283578199
2.666666667,3.428,8.636026738
2.666666667,3.431,10.67877893
2.666666667,3.431,7.088181818
2.666666667,3.431,6.610493151
2.666666667,3.431,6.37597043
2.666666667,3.431,5.925232804
2.666666667,3.431,5.794339535
2.666666667,3.431,5.419697248
2.666666667,3.431,3.82080791
2.666666667,3.431,3.307092857
2.666666667,3.431,3.149372881
2.666666667,3.453,5.252111688
2.666666667,3.458,6.09034321
2.666666667,3.458,4.712683432
2.666666667,3.471,7.919492308
2.666666667,3.479,5.756272989
2.666666667,3.481,7.76269697
2.666666667,3.483,9.566772487
2.666666667,3.483,7.987714286
2.666666667,3.483,6.121331776
2.666666667,3.49,7.364077364
2.666666667,3.525,8.443680995
2.666666667,3.525,6.827175219
2.666666667,3.54,6.671065421
2.666666667,3.56,4.475016807
2.666666667,3.589,9.091183824
2.666666667,3.599,3.301630631
2.666666667,3.605,3.604
2.666666667,3.608,9.128073864
2.666666667,3.609,7.130676033
2.666666667,3.616,9.249034301
2.666666667,3.616,6.413420732
2.666666667,3.627,5.923606164
2.666666667,3.63,6.8012827
2.666666667,3.633,9.844778846
2.666666667,3.633,8.812501779
2.666666667,3.633,8.529464
2.666666667,3.633,8.331569405
2.666666667,3.633,7.953765363
2.666666667,3.633,7.87351145
2.666666667,3.633,7.847046448
2.666666667,3.633,5.780059406
2.666666667,3.638,9.000969388
2.666666667,3.638,7.845678571
2.666666667,3.638,6.87607398
2.666666667,3.643,4.544457746
2.666666667,3.644,6.950385366
2.666666667,3.646,4.55319084
2.666666667,3.651,7.514744395
2.666666667,3.652,7.866162736
2.666666667,3.656,5.918913793
2.666666667,3.668,10.60791152
2.666666667,3.673,6.416668016
2.666666667,3.681,9.023972376
2.666666667,3.687,5.496889976
2.666666667,3.688,6.692744898
2.666666667,3.707,10.25869767
2.666666667,3.707,6.357711744
2.666666667,3.712,9.615905941
2.666666667,3.712,8.917945513
2.666666667,3.712,8.806379592
2.666666667,3.712,7.62910728
2.666666667,3.712,7.461705219
2.666666667,3.712,6.303995708
2.666666667,3.712,6.252253788
2.666666667,3.712,4.727657895
2.666666667,3.718,7.804802198
2.666666667,3.724,10.08700933
2.666666667,3.724,5.556005525
2.666666667,3.724,4.096039604
2.666666667,3.73,5.451719388
2.666666667,3.731,6.32145122
2.666666667,3.732,4.749385827
2.666666667,3.733,8.30097619
2.666666667,3.733,7.141127572
2.666666667,3.733,6.599273292
2.666666667,3.735,7.3428234
2.666666667,3.735,7.017059273
2.666666667,3.739,3.468442105
2.666666667,3.74,5.786580645
2.666666667,3.741,9.074909247
2.666666667,3.743,6.698365591
2.666666667,3.743,5.872625
2.666666667,3.743,5.648738318
2.666666667,3.743,5.426137405
2.666666667,3.743,5.024508446
2.666666667,3.757,4.77852
2.666666667,3.757,2.564877907
2.666666667,3.759,7.278552419
2.666666667,3.763,6.187657754
2.666666667,3.766,7.037777202
2.666666667,3.766,6.763795652
2.666666667,3.766,5.825677665
2.666666667,3.77,4.684913333
2.666666667,3.778,5.425771739
2.666666667,3.78,7.571820122
2.666666667,3.79,5.688722222
2.666666667,3.791,8.456814815
2.666666667,3.795,5.521255656
2.666666667,3.819,6.959311284
2.666666667,3.823,4.301886139
2.666666667,3.824,7.927557252
2.666666667,3.827,5.894
2.666666667,3.842,6.491113095
2.666666667,3.854,10.7311875
2.666666667,3.854,6.502828221
2.666666667,3.857,6.800142105
2.666666667,3.857,4.341237209
2.666666667,3.858,9.182934694
2.666666667,3.86,7.20615051
2.666666667,3.871,9.98159589
2.666666667,3.871,9.474087786
2.666666667,3.871,8.906786458
2.666666667,3.871,8.023463768
2.666666667,3.871,7.774898876
2.666666667,3.871,7.702062992
2.666666667,3.871,7.305276596
2.666666667,3.871,7.150208145
2.666666667,3.871,7.058368664
2.666666667,3.871,6.565666667
2.666666667,3.871,6.542695035
2.666666667,3.871,6.189855422
2.666666667,3.889,13.83955333
2.666666667,3.889,12.05637324
2.666666667,3.889,6.899317241
2.666666667,3.898,6.678993333
2.666666667,3.898,5.320542484
2.666666667,3.902,6.793806982
2.666666667,3.909,9.422329218
2.666666667,3.911,8.4866
2.666666667,3.914,6.666717514
2.666666667,3.922,7.966171053
2.666666667,3.922,7.960326531
2.666666667,3.922,7.392908475
2.666666667,3.924,6.944743902
2.666666667,3.931,12.82381556
2.666666667,3.933,4.199265734
2.666666667,3.94,7.91112782
2.666666667,3.94,6.540516892
2.666666667,3.946,7.166903683
2.666666667,3.949,10.10261179
2.666666667,3.956,6.992705357
2.666666667,3.956,5.457329317
2.666666667,3.956,5.349200573
2.666666667,3.974,4.3226
2.666666667,3.992,9.303308605
2.666666667,3.993,7.964763975
2.666666667,3.993,7.020767568
2.666666667,3.993,6.3408512
2.666666667,3.993,6.145243028
2.666666667,3.999,8.808155211
2.666666667,3.999,8.649354098
2.666666667,3.999,8.208831068
2.666666667,3.999,7.572247475
2.666666667,3.999,5.528271111
2.666666667,4.004,7.318769231
2.666666667,4.013,8.363600733
2.666666667,4.013,7.638993127
2.666666667,4.013,7.290270358
2.666666667,4.043,10.14272449
2.666666667,4.043,8.677703226
2.666666667,4.043,7.652486425
2.666666667,4.043,7.626882114
2.666666667,4.043,7.253931034
2.666666667,4.058,4.801817097
2.666666667,4.077,5.040723618
2.666666667,4.079,8.380949495
2.666666667,4.079,7.244102326
2.666666667,4.087,9.278868709
2.666666667,4.087,8.3497
2.666666667,4.091,7.289179775
2.666666667,4.091,7.263077348
2.666666667,4.092,5.856328947
2.666666667,4.093,8.182074349
2.666666667,4.093,7.659802632
2.666666667,4.093,6.65425188
2.666666667,4.093,6.066387755
2.666666667,4.094,9.538818359
2.666666667,4.1,9.867869903
2.666666667,4.1,9.492349057
2.666666667,4.1,7.642392857
2.666666667,4.1,7.526944134
2.666666667,4.101,8.589949206
2.666666667,4.101,5.431688705
2.666666667,4.103,7.553466258
2.666666667,4.103,6.49735468
2.666666667,4.115,7.425208333
2.666666667,4.115,4.153903226
2.666666667,4.123,7.206983019
2.666666667,4.128,7.458690594
2.666666667,4.148,6.850541752
2.666666667,4.156,5.928017327
2.666666667,4.175,6.535429348
2.666666667,4.179,7.058870036
2.666666667,4.199,8.089642045
2.666666667,4.203,3.96815
2.666666667,4.205,9.58780543
2.666666667,4.205,9.366015789
2.666666667,4.205,7.440033898
2.666666667,4.205,6.850278409
2.666666667,4.205,6.676531646
2.666666667,4.205,5.222625
2.666666667,4.207,9.339093617
2.666666667,4.219,6.804154088
2.666666667,4.222,9.847307278
2.666666667,4.25,10.96003756
2.666666667,4.25,7.448185996
2.666666667,4.25,6.688356643
2.666666667,4.255,4.258015094
2.666666667,4.26,7.214844991
2.666666667,4.26,7.20571267
2.666666667,4.26,6.617563291
2.666666667,4.271,6.374320896
2.666666667,4.31,10.52353016
2.666666667,4.31,8.691023622
2.666666667,4.31,6.500153846
2.666666667,4.31,3.881166667
2.666666667,4.337,6.40234359
2.666666667,4.35,5.181148148
2.666666667,4.351,13.21106583
2.666666667,4.351,12.54547111
2.666666667,4.351,10.70711413
2.666666667,4.351,10.49360338
2.666666667,4.351,10.18392708
2.666666667,4.351,10.07876048
2.666666667,4.351,8.389189873
2.666666667,4.351,7.977952174
2.666666667,4.351,7.734834043
2.666666667,4.351,6.663513514
2.666666667,4.351,6.16801061
2.666666667,4.371,7.723846465
2.666666667,4.379,12.00171375
2.666666667,4.379,11.29392281
2.666666667,4.379,9.399287081
2.666666667,4.379,9.325490066
2.666666667,4.379,7.654730769
2.666666667,4.39,12.19354412
2.666666667,4.39,10.59886986
2.666666667,4.39,9.635230392
2.666666667,4.39,7.441776
2.666666667,4.39,6.150352941
2.666666667,4.39,5.938057692
2.666666667,4.395,10.90283069
2.666666667,4.403,9.819609195
2.666666667,4.407,3.74505625
2.666666667,4.426,8.013858462
2.666666667,4.43,9.581054545
2.666666667,4.442,3.934352273
2.666666667,4.458,4.889712766
2.666666667,4.463,9.517823699
2.666666667,4.469,6.282955017
2.666666667,4.486,8.084213333
2.666666667,4.502,6.318364865
2.666666667,4.518,8.101882184
2.666666667,4.518,8.048841828
2.666666667,4.522,8.571360902
2.666666667,4.531,8.378330544
2.666666667,4.531,6.432034602
2.666666667,4.547,6.81594775
2.666666667,4.559,5.933678082
2.666666667,4.586,5.872388889
2.666666667,4.586,5.547367568
2.666666667,4.592,3.694578947
2.666666667,4.593,8.057623377
2.666666667,4.602,8.666122222
2.666666667,4.607,6.394342984
2.666666667,4.643,8.222221649
2.666666667,4.657,8.838977778
2.666666667,4.657,6.000045455
2.666666667,4.659,6.723473684
2.666666667,4.659,5.834107143
2.666666667,4.659,5.788363636
2.666666667,4.693,6.927034483
2.666666667,4.722,8.674880399
2.666666667,4.752,9.127938224
2.666666667,4.752,8.625813559
2.666666667,4.752,7.015291139
2.666666667,4.752,6.75639886
2.666666667,4.752,6.432846512
2.666666667,4.752,5.225653333
2.666666667,4.752,4.638112195
2.666666667,4.757,8.388693767
2.666666667,4.764,6.146346591
2.666666667,4.773,7.188586331
2.666666667,4.782,8.112171963
2.666666667,4.782,6.516662021
2.666666667,4.796,10.76076923
2.666666667,4.802,8.319525292
2.666666667,4.802,7.046424581
2.666666667,4.802,6.189782407
2.666666667,4.802,5.990246753
2.666666667,4.802,3.872828499
2.666666667,4.807,6.668122222
2.666666667,4.82,5.164734807
2.666666667,4.825,4.519854271
2.666666667,4.843,7.691486068
2.666666667,4.859,8.58207971
2.666666667,4.89,12.92157214
2.666666667,4.89,9.162375399
2.666666667,4.89,8.367906977
2.666666667,4.909,9.261275862
2.666666667,4.909,8.278765487
2.666666667,4.909,8.065847222
2.666666667,4.909,7.656758621
2.666666667,4.909,6.491822695
2.666666667,4.913,6.73644086
2.666666667,4.926,11.45743871
2.666666667,4.949,3.647113636
2.666666667,4.965,8.055601307
2.666666667,4.965,7.962837736
2.666666667,4.979,14.22256584
2.666666667,4.983,3.677757009
2.666666667,4.997,5.173385135
2.666666667,5.012,8.337803571
2.666666667,5.013,6.952143162
2.666666667,5.013,5.770778291
2.666666667,5.025,5.764420827
2.666666667,5.063,8.706384615
2.666666667,5.069,4.830915888
2.666666667,5.07,8.345110565
2.666666667,5.115,7.329
2.666666667,5.115,5.867595745
2.666666667,5.126,5.898471042
2.666666667,5.132,9.493812362
2.666666667,5.138,8.186370955
2.666666667,5.15,9.289574879
2.666666667,5.15,8.763863309
2.666666667,5.15,8.126903448
2.666666667,5.15,8.090766423
2.666666667,5.15,7.872077519
2.666666667,5.15,6.830729927
2.666666667,5.151,7.229135952
2.666666667,5.152,8.905908213
2.666666667,5.179,10.63130464
2.666666667,5.179,8.36022408
2.666666667,5.179,6.816706439
2.666666667,5.198,9.046631148
2.666666667,5.214,6.660516807
2.666666667,5.214,6.007804124
2.666666667,5.225,10.20932831
2.666666667,5.225,8.180901919
2.666666667,5.225,7.342025253
2.666666667,5.228,6.690447293
2.666666667,5.233,9.166924303
2.666666667,5.239,10.20540678
2.666666667,5.25,3.517122867
2.666666667,5.257,9.224557647
2.666666667,5.257,7.454832727
2.666666667,5.283,6.694865044
2.666666667,5.328,14.10439206
2.666666667,5.328,11.15837537
2.666666667,5.328,10.90503226
2.666666667,5.328,10.89360448
2.666666667,5.328,10.55816327
2.666666667,5.328,10.19059524
2.666666667,5.328,10.183048
2.666666667,5.328,9.392392655
2.666666667,5.328,9.359251701
2.666666667,5.328,9.139761682
2.666666667,5.328,9.016140684
2.666666667,5.328,8.997402516
2.666666667,5.328,8.359504902
2.666666667,5.328,8.090946154
2.666666667,5.328,7.947920455
2.666666667,5.328,7.730024648
2.666666667,5.328,7.680431818
2.666666667,5.328,7.480539394
2.666666667,5.328,7.40738
2.666666667,5.328,7.236918534
2.666666667,5.328,7.133386282
2.666666667,5.328,6.790252
2.666666667,5.328,6.510073684
2.666666667,5.328,6.498716535
2.666666667,5.328,6.156436548
2.666666667,5.328,5.761941176
2.666666667,5.341,10.09445517
2.666666667,5.341,9.436915966
2.666666667,5.341,9.42497265
2.666666667,5.341,9.21768543
2.666666667,5.341,8.968232558
2.666666667,5.341,8.829039877
2.666666667,5.341,8.557565217
2.666666667,5.341,8.196831579
2.666666667,5.341,7.961461255
2.666666667,5.354,5.602939597
2.666666667,5.354,4.50782243
2.666666667,5.361,7.772967442
2.666666667,5.363,8.800533333
2.666666667,5.366,6.822802548
2.666666667,5.37,5.41619209
2.666666667,5.402,4.063104
2.666666667,5.408,9.555052326
2.666666667,5.408,6.961414634
2.666666667,5.418,11.32878788
2.666666667,5.418,9.377522807
2.666666667,5.42,6.496711538
2.666666667,5.457,6.323016807
2.666666667,5.457,5.989185
2.666666667,5.491,3.475744186
2.666666667,5.511,8.560830508
2.666666667,5.527,9.596426606
2.666666667,5.543,9.197048327
2.666666667,5.543,6.806283019
2.666666667,5.589,4.223415254
2.666666667,5.634,6.599079734
2.666666667,5.634,6.475104693
2.666666667,5.634,6.274351421
2.666666667,5.634,5.909929167
2.666666667,5.646,15.39961111
2.666666667,5.646,14.18828889
2.666666667,5.646,13.64668092
2.666666667,5.646,12.01167265
2.666666667,5.646,10.357708
2.666666667,5.646,10.02900454
2.666666667,5.646,9.279655405
2.666666667,5.646,9.158104377
2.666666667,5.646,8.151956298
2.666666667,5.646,7.947258621
2.666666667,5.65,9.827022973
2.666666667,5.65,7.739476351
2.666666667,5.673,7.640491909
2.666666667,5.673,6.445352041
2.666666667,5.708,8.184224189
2.666666667,5.738,10.34428088
2.666666667,5.739,8.073254019
2.666666667,5.739,5.61662069
2.666666667,5.759,7.783282092
2.666666667,5.777,5.14502521
2.666666667,5.799,7.96774
2.666666667,5.801,7.742660079
2.666666667,5.808,14.25995963
2.666666667,5.808,10.64040064
2.666666667,5.808,9.960607219
2.666666667,5.808,9.872421875
2.666666667,5.808,9.298494475
2.666666667,5.808,8.888666667
2.666666667,5.808,8.309588957
2.666666667,5.808,6.754402703
2.666666667,5.808,6.093633249
2.666666667,5.868,7.540531335
2.666666667,5.873,5.967459658
2.666666667,5.917,11.42608172
2.666666667,5.917,5.920776423
2.666666667,5.979,11.42422047
2.666666667,5.979,11.30650752
2.666666667,5.979,8.725565445
2.666666667,5.979,7.643150485
2.666666667,6,10.45609292
2.666666667,6.007,4.009844444
2.666666667,6.012,5.84514966
2.666666667,6.039,4.50140404
2.666666667,6.043,6.163756198
2.666666667,6.05,7.339035019
2.666666667,6.057,13.92733022
2.666666667,6.057,13.37408293
2.666666667,6.057,11.86368981
2.666666667,6.057,9.331567708
2.666666667,6.057,9.324168865
2.666666667,6.057,9.049640909
2.666666667,6.069,8.040074324
2.666666667,6.144,9.530528689
2.666666667,6.144,8.865864253
2.666666667,6.146,13.44286957
2.666666667,6.177,9.672948498
2.666666667,6.177,7.992428315
2.666666667,6.177,7.579345771
2.666666667,6.191,5.76865035
2.666666667,6.192,5.818840659
2.666666667,6.202,7.73455
2.666666667,6.235,10.74552615
2.666666667,6.239,6.9252125
2.666666667,6.239,6.81812234
2.666666667,6.256,6.852593176
2.666666667,6.256,5.910152174
2.666666667,6.256,5.790120833
2.666666667,6.293,12.24337456
2.666666667,6.293,12.23133333
2.666666667,6.293,10.67411936
2.666666667,6.293,10.2858
2.666666667,6.293,9.484785575
2.666666667,6.317,8.081032491
2.666666667,6.317,7.331192149
2.666666667,6.373,6.595434889
2.666666667,6.401,8.148847716
2.666666667,6.482,10.02688286
2.666666667,6.482,9.201698454
2.666666667,6.482,9.052369318
2.666666667,6.482,9.037736066
2.666666667,6.482,8.294157996
2.666666667,6.482,8.23309201
2.666666667,6.482,8.1259375
2.666666667,6.482,8.125262431
2.666666667,6.482,7.896691441
2.666666667,6.482,7.298870192
2.666666667,6.482,7.000348039
2.666666667,6.482,6.606873646
2.666666667,6.482,6.19152518
2.666666667,6.482,5.987901163
2.666666667,6.495,12.1731436
2.666666667,6.495,9.693580882
2.666666667,6.516,8.264539474
2.666666667,6.516,7.505761408
2.666666667,6.516,6.418747292
2.666666667,6.516,6.175410233
2.666666667,6.523,8.117181818
2.666666667,6.562,10.55915
2.666666667,6.562,9.206828645
2.666666667,6.575,10.02961032
2.666666667,6.575,9.679553922
2.666666667,6.575,8.484857143
2.666666667,6.575,7.505447236
2.666666667,6.582,9.024493802
2.666666667,6.614,7.374156069
2.666666667,6.614,7.016945455
2.666666667,6.614,5.496365132
2.666666667,6.635,6.026869565
2.666666667,6.702,12.61505809
2.666666667,6.702,9.001908088
2.666666667,6.702,8.370700483
2.666666667,6.702,7.567093023
2.666666667,6.702,7.23075948
2.666666667,6.721,9.314294686
2.666666667,6.721,4.96056588
2.666666667,6.747,10.2494321
2.666666667,6.773,14.90629502
2.666666667,6.773,11.63033473
2.666666667,6.773,8.969661896
2.666666667,6.773,8.127098551
2.666666667,6.829,10.61668632
2.666666667,6.979,6.805607143
2.666666667,7.135,9.672541516
2.666666667,7.135,8.904810573
2.666666667,7.172,6.850893186
2.666666667,7.178,10.79790794
2.666666667,7.178,9.2258
2.666666667,7.178,8.093857939
2.666666667,7.178,7.055121094
2.666666667,7.178,7.051335991
2.666666667,7.178,6.688352459
2.666666667,7.178,6.123939024
2.666666667,7.235,7.339416974
2.666666667,7.332,7.221679525
2.666666667,7.365,8.490105072
2.666666667,7.365,5.750086066
2.666666667,7.386,10.14682289
2.666666667,7.453,10.34201401
2.666666667,7.453,8.933495192
2.666666667,7.453,3.366844444
2.666666667,7.454,9.394730942
2.666666667,7.463,9.420892272
2.666666667,7.479,14.20988981
2.666666667,7.479,11.4810597
2.666666667,7.479,6.882178707
2.666666667,7.479,6.795240688
2.666666667,7.479,6.450477273
2.666666667,7.479,6.399978723
2.666666667,7.543,11.5980669
2.666666667,7.543,10.09692996
2.666666667,7.543,8.145294444
2.666666667,7.543,6.120189394
2.666666667,7.581,6.725856716
2.666666667,7.617,7.164301038
2.666666667,7.656,10.39907087
2.666666667,7.656,8.338674747
2.666666667,7.656,5.249164855
2.666666667,7.696,10.21811788
2.666666667,7.696,8.500482609
2.666666667,7.696,8.015995708
2.666666667,7.696,7.582832573
2.666666667,7.696,7.375667453
2.666666667,7.696,5.825122715
2.666666667,7.747,14.44315444
2.666666667,7.747,5.438983051
2.666666667,7.955,8.986808725
2.666666667,8.099,7.562637195
2.666666667,8.099,7.08911499
2.666666667,8.172,5.165108571
2.666666667,8.195,6.081233979
2.666666667,8.24,8.208433498
2.666666667,8.24,6.411209877
2.666666667,8.298,11.74537995
2.666666667,8.306,8.19872093
2.666666667,8.427,5.725502463
2.666666667,8.58,12.67368286
2.666666667,8.58,9.285872727
2.666666667,8.58,8.173621951
2.666666667,8.58,7.03197561
2.666666667,8.58,6.816648551
2.666666667,8.58,6.566236486
2.666666667,8.58,6.411274854
2.666666667,8.58,5.611472081
2.666666667,8.58,5.252527972
2.666666667,8.649,9.147147059
2.666666667,8.649,8.654861244
2.666666667,8.926,6.639670996
2.666666667,8.926,6.350804309
2.666666667,8.926,6.343435897
2.666666667,8.926,6.324304175
2.666666667,8.993,9.927983553
2.666666667,8.993,7.790538462
2.666666667,9.214,9.06863766
2.666666667,9.432,14.69534219
2.666666667,9.432,13.25600518
2.666666667,9.432,10.0327087
2.666666667,9.432,9.883206897
2.666666667,9.432,9.321206897
2.666666667,9.432,8.886232274
2.666666667,9.432,7.972379487
2.666666667,9.432,7.748028249
2.666666667,9.432,7.596320158
2.666666667,9.432,7.430097902
2.666666667,9.432,6.450134969
2.666666667,9.532,12.10527479
2.666666667,9.575,12.86604276
2.666666667,9.643,11.44254927
2.666666667,9.643,7.912222917
2.666666667,9.96,8.897591837
2.666666667,10.086,10.26319697
2.666666667,10.086,6.938068182
2.666666667,10.117,7.948374396
2.666666667,10.117,7.664990654
2.666666667,10.12,10.58306964
2.666666667,10.272,8.703469697
2.666666667,10.272,6.481277108
2.666666667,10.272,6.349395498
2.666666667,10.37,9.711903448
2.666666667,10.37,8.314472188
2.666666667,10.446,8.469450549
2.666666667,10.446,7.543132727
2.666666667,10.456,8.531706349
2.666666667,10.555,14.3032381
2.666666667,10.555,13.66526032
2.666666667,10.555,10.35969256
2.666666667,10.555,10.14559223
2.666666667,10.555,7.636684534
2.666666667,10.689,8.449711599
2.666666667,10.992,14.69307979
2.666666667,12.023,6.662646484
2.666666667,12.125,12.60963944
2.666666667,12.457,7.330168724
2.666666667,12.629,7.552276151
2.666666667,12.899,10.01369923
2.666666667,12.899,9.752599057
2.666666667,13.936,8.642251899
2.666666667,14.033,10.65492593
2.666666667,14.484,14.99367717
2.666666667,15.141,6.905638418
2.666666667,15.302,11.73402632
2.666666667,15.302,8.513141439
2.666666667,16.835,9.271279412
2.666666667,18.203,6.448183099
2.666666667,20.268,13.78695876
2.714285714,0.897,7.603770563
2.714285714,1.186,2.50547093
2.714285714,1.226,5.432538144
2.714285714,1.338,7.505214493
2.714285714,1.356,6.967532847
2.714285714,1.4,7.010034965
2.714285714,1.401,4.777012295
2.714285714,1.425,6.658301129
2.714285714,1.47,4.718608696
2.714285714,1.553,4.976964151
2.714285714,1.565,7.847163522
2.714285714,1.59,6.281906323
2.714285714,1.62,7.334005882
2.714285714,1.644,5.093108225
2.714285714,1.677,3.574461538
2.714285714,1.677,2.625544444
2.714285714,1.741,5.502893204
2.714285714,1.819,4.11444152
2.714285714,1.898,8.821702504
2.714285714,1.898,6.890266038
2.714285714,1.898,5.206841709
