RCR,F1000Total
2.274937518,4
1.376082585,1
2.375902423,1
3.898845822,1
2.315798389,1
0.990501443,1
3.717523123,2
0.935338229,2
0.507128459,1
0.34839838,1
0.930745189,1
2.094948983,3
2.057563631,5
1.492897099,1
0.496310537,1
1.658344963,1
1.163424784,2
1.434782581,3
0.342186541,3
1.489275655,1
1.642521225,1
0.91477576,2
2.706181352,2
0.589787515,2
0.658817398,1
1.108689417,1
1.381736412,3
2.410703351,2
0.196875991,1
3.341414419,3
3.643238459,6
0.412754699,2
0.284303094,1
1.488974699,1
1.128812736,4
0.935759779,1
1.933136953,1
2.68668121,8
0.79525423,3
0.532329957,1
2.068326194,5
0.84256802,2
2.667207446,10
0.780853167,2
0.544017527,1
2.194034514,5
10.64107871,7
1.200501671,2
3.294345512,6
2.390795108,2
2.171217425,3
0.701685006,1
0.230413367,1
3.712370918,3
7.749179813,2
2.019875701,2
3.513348637,2
2.361936313,1
3.09003712,2
1.498545878,2
0.840853182,1
1.903802105,7
0.528471946,4
0.703584854,1
0.795971861,1
1.816860948,2
3.511023669,2
3.115453707,4
2.222780296,2
2.770789172,1
3.728679442,4
1.789804817,2
0.394572107,1
1.329177962,1
1.874216189,1
10.31434508,1
4.656679605,2
2.205559999,1
0.549263571,2
0.756107067,1
0.702865544,1
0.721819445,2
3.553094122,6
2.996732379,1
4.900567434,2
1.779171866,1
0.619485197,1
3.880846558,4
3.345944999,2
2.540476025,5
1.807062836,1
6.014101984,3
1.01533292,2
0.845328242,2
2.120201314,1
2.880174677,2
9.722574462,2
1.981031445,3
0.431076252,1
3.425670914,2
0.831231251,1
0.559660365,1
0.55446644,1
1.125338367,1
2.318940762,2
5.272402226,4
1.04143328,1
1.081195581,1
0.742694521,3
0.536320381,2
4.097017274,6
4.457457468,4
1.192598877,1
0.49416393,1
0.532031173,2
6.35064976,2
4.354682147,1
2.08548835,2
1.433679727,3
1.365409196,2
0.988582701,2
1.075817248,1
2.867397456,6
2.814798765,9
0.435740689,1
0.986215125,1
2.889563884,2
1.279886185,1
3.883941355,4
2.295932337,1
2.823073633,2
1.667025145,2
0.536903712,2
1.186775485,1
2.653640326,2
2.76484107,2
0.866474386,1
1.039178599,1
1.266322612,2
1.318142532,1
0.157371185,1
3.48224621,1
2.656680073,2
1.985692967,1
3.180782336,6
1.970035419,2
0.892978877,1
2.150536169,2
0.86436275,1
7.917391796,4
1.019246917,4
0.840798222,2
0.924532929,1
0.20574666,1
1.419928248,3
1.65128155,7
1.192892372,2
3.779523394,4
0.349099344,1
1.396140831,6
0.56752271,2
1.12486804,4
2.693227409,1
9.762282102,2
1.66151075,2
0.607832128,1
1.852185284,1
5.804419377,6
20.61328984,4
1.993187003,1
6.477488792,1
5.150732848,2
2.288503478,1
2.904941598,1
1.704162549,2
0.288577188,1
5.132543022,1
1.121158102,2
4.402086396,1
0.679964952,3
1.364345968,1
0.606236696,2
2.382942304,1
5.915686951,1
3.513253877,2
4.631321906,2
1.115134221,2
0.492039542,2
0.465289842,1
6.292260634,3
0.338255656,1
1.426145535,2
1.161616775,5
0.547096183,1
1.13910085,3
1.259998716,3
7.12858842,3
0.860834237,1
2.502749895,2
1.011384001,2
0.729569626,2
6.88680314,1
0.269126897,1
3.730595526,2
1.194216275,2
1.486552177,1
7.130422783,2
1.498759832,3
0.662768885,1
2.538626395,2
0.51628248,2
1.688396584,1
5.203477785,1
1.366080543,1
1.857206878,1
0.371443009,1
4.078715799,2
0.553662986,2
0.257923603,3
0.622423586,1
1.712340989,1
2.765506559,1
0.477418572,1
2.224565772,1
4.36619778,4
0.486084064,1
0.531359225,1
0.617744378,1
2.337446791,4
0.224562913,1
1.087969793,1
1.434348319,1
1.686516045,7
1.178639673,3
12.0883976,9
0.623948274,1
0.964703741,2
0.410662943,1
0.356012923,1
1.749940402,3
0.74849484,1
0.47074396,1
1.016149372,1
1.148998138,1
0.898472691,2
0.309507966,4
1.012979823,2
0.43110847,1
0.989844984,1
0.590082368,1
0.677684795,1
0.990064522,1
1.076528915,1
0.956994524,2
5.003358603,2
10.21395208,4
10.62132749,5
1.514845509,2
1.901057514,2
1.210261238,1
3.924407928,1
0.544224752,1
1.974595442,2
0.389587747,1
0.074523123,1
2.745954082,1
4.486013747,2
0.200248329,1
2.964367857,2
0.775162191,2
1.176414832,5
0.312735827,2
1.050165319,1
1.597106489,1
3.525097657,1
0.702212642,1
0.520112896,2
0.955257552,1
2.098986872,4
0.461655832,1
0.499679935,1
1.683373009,4
0.396484789,1
1.022294964,3
7.551875086,13
3.395554347,4
6.218411013,6
6.926041362,4
4.587388685,5
0.925962841,1
2.987656363,4
0.868660905,1
1.822520814,3
0,2
5.780241212,6
0.403017067,1
4.704155324,3
0.245392692,1
0.455206906,1
6.212406108,2
1.063584343,1
0.454698797,1
0.655252935,1
0.308852651,1
2.091312441,1
2.419200548,2
1.192799538,2
2.206902246,5
1.180795782,1
1.492522022,2
2.221421778,4
2.451698177,2
2.025061801,2
1.955515903,1
1.045338926,3
1.496367964,5
5.85337197,5
1.738986074,1
0.927778876,4
1.243506917,1
1.030112912,3
5.276526675,2
7.869540008,3
1.467642389,1
0.813367963,1
2.387550628,1
5.227626293,3
2.731924563,2
1.745961064,1
4.643997802,4
0.295308719,1
1.99141409,4
1.587696806,4
0.399910778,2
1.191286353,1
5.670796948,3
1.064892686,3
2.664494476,2
1.516599331,1
3.48601131,4
0.77165395,1
1.914079037,1
1.699123441,2
1.939597531,2
2.309815953,2
1.657943124,2
1.47328093,1
0.180168588,2
1.241420035,1
1.309292872,1
1.329146372,4
0.950516835,2
1.495242258,2
0.62108383,1
5.901355558,4
14.02319899,10
0.894157269,2
2.152917543,2
1.539567371,2
4.762803858,5
4.21542163,6
1.494337246,1
1.461852393,4
2.471723652,2
0.773438014,2
0.493747372,1
0.572693618,1
0.62429548,1
4.639591537,6
1.752320624,1
0.606720802,1
2.483527153,1
2.15889291,1
0.750231965,1
0.48019214,1
1.593995961,4
0.431116784,2
1.047052862,1
1.22790123,2
0.358023294,1
0.603554624,1
0.431303375,2
2.072694661,1
1.251051331,4
1.738613358,1
0.711687456,1
1.845165105,1
1.865980256,2
3.03677603,1
2.014144403,8
2.10632991,1
1.425436986,2
0.455499794,1
2.04090324,4
0.496054129,2
1.031354054,2
0.137888535,1
0.929895215,3
7.347209434,2
3.986393259,1
2.177942964,4
0.66379478,2
2.082517475,1
1.029705182,2
2.655879035,1
0.649823029,1
0.693939255,1
1.086553603,2
7.156955705,2
0.706050429,1
0.449426759,1
2.719414873,14
8.793150142,3
1.863698155,1
1.786496642,1
1.094615007,2
1.254592073,1
4.4634209,6
0.898919483,1
0.727722207,1
0.61839014,3
0.381873912,1
3.721732218,2
2.516454257,10
1.627414488,1
4.854725623,2
1.108768062,1
3.102183338,5
0.140778645,1
3.457436244,2
0.429954965,1
0.627179913,1
2.150715191,2
0.157638331,2
3.490646503,3
0.5970208,2
1.378045086,2
0.494936369,2
0.281273679,2
0.558640663,1
3.010780657,1
4.566900468,7
