LogOfMeanRCR03-06,LogOfMeanRCR07-10
0.038673341,0.481448531
-0.105140581,0.031060357
-0.025479091,0.305841975
-0.21086873,-0.104751286
-0.039998954,-0.295334312
-0.182955165,-0.240789839
-0.05351223,0.172325973
0.14189675,0.233574969
-0.070200959,-0.186416663
-0.157118163,-0.350378806
0.004499378,0.066320941
0.006754704,0.062338583
-0.293773742,-0.382127582
-0.147227105,-0.090041628
0.018080898,-0.039874082
-0.308358805,0.063030308
0.024118067,-0.149526134
0.196763873,0.29752975
0.008946915,0.050057489
-0.257414103,-0.340442622
-0.041286231,-0.082604665
-0.327909644,-0.220150629
0.093788555,-0.079609868
-0.285747974,-0.004470967
0.096716468,-0.032803284
-0.093305598,0.150565866
-0.256086553,-0.202417816
-0.062860101,-0.122768743
-0.010697587,-0.052620761
-0.308652534,-0.052324879
0.067932378,0.021872568
0.536199792,0.255451456
-0.068017724,-0.306093899
0.211230658,-0.021598754
0.047553454,0.018464923
0.172782519,0.117375672
0.087912591,0.119563232
-0.222530104,-0.207536057
-0.062769038,0.16920916
0.01912256,-0.241821895
0.262535354,0.119970452
0.206111314,-0.119446027
-0.118018762,-0.410978787
-0.05388667,0.045738673
0.084383698,0.624376702
-0.153938018,-0.16037895
0.082367282,0.102904183
-0.050144655,-0.209658945
-0.323770743,-0.09669409
0.335850554,0.331323018
-0.169512496,-0.369700388
0.027162984,0.365274998
0.126762832,-0.232560907
-0.140596033,0.106130428
-0.149363978,0.385607575
-0.04191154,0.090331344
-0.185920789,-0.286512246
0.247366974,-0.063315036
-0.113555761,-0.244906438
0.078109812,-0.140595269
0.174533285,-0.071131344
0.001765816,0.014878157
0.319731961,0.031398981
0.218741496,0.0139331
-0.256491476,-0.304245835
-0.275623648,-0.077437501
-0.19342833,-0.172160368
0.102514955,0.02984473
0.046283833,0.033533256
-0.072238552,-0.374758633
-0.265106212,-0.124306037
0.071461917,-0.175556486
0.699831912,0.341246291
0.246523725,0.012524785
0.064465948,-0.150352234
-0.136293323,0.030660501
-0.078930446,-0.314578166
-0.044783103,-0.084311598
-0.128878505,-0.299176647
0.608620225,0.198660823
-0.293803009,-0.289924012
-0.146162404,-0.165274442
-0.334361361,-0.598518536
-0.364515044,-0.359231566
-0.448365343,-0.547127492
0.137517872,-0.165343934
-0.086355538,-0.160369991
0.009158421,-0.195761116
-0.053653766,-0.158647774
-0.274186999,0.246501888
0.174083951,-0.303472667
-0.343254709,-0.113361827
-0.113819674,-0.084794628
0.091890089,-0.046306074
-0.173090435,0.058042955
-0.109423399,-0.166441127
-0.144654035,-0.113466651
-0.289184367,-0.337574137
-0.032071306,-0.15984597
-0.16138974,-0.057886787
-0.068911499,-0.246961393
-0.099863723,-0.003841603
0.07993232,-0.135951386
0.023480892,-0.111352315
0.056970647,0.126926923
0.09985571,0.113205388
0.071215155,-0.188713866
-0.34270036,-0.241929828
-0.019145245,-0.01857015
-0.268094733,-0.07949562
0.088836061,-0.075691195
0.11316662,0.065147834
0.021816859,-0.015653741
0.061054537,0.130525153
-0.20601722,0.12817212
-0.120152034,-0.031794898
0.153114639,0.011024646
-0.056851148,0.065175007
-0.024881089,-0.057714393
0.386601737,-0.054450386
-0.148553049,-0.027689905
-0.095857555,-0.081494067
-0.155646558,-0.1309996
-0.45816615,-0.081230679
-0.217764625,-0.336174613
-0.005539364,0.163469602
0.087701294,-0.023638295
-0.076182462,0.163780844
0.070962285,0.119185659
0.029305469,-0.171665406
-0.15449866,-0.203774865
0.000740885,-0.163303463
0.14430676,-0.172626161
-0.107616596,-0.315736243
0.198446441,0.185214475
0.027327828,-0.034209012
-0.066279339,-0.138553536
0.196756746,0.16846589
-0.076784451,-0.251797037
0.162836411,0.000923724
0.367681138,0.121392258
-0.029922143,-0.108737402
-0.152886165,-0.258915875
-0.225503625,-0.122141742
-0.346245413,-0.305307798
-0.022328266,0.149501893
0.015497554,0.225256693
0.030578832,-0.148781425
-0.107312549,-0.481840091
0.167077377,0.191144151
-0.132689959,-0.181446892
0.18060113,0.184656994
-0.597673474,-0.321064837
0.09300217,-0.118404191
-0.024396442,-0.013176052
0.101687727,-0.207676772
-0.178396166,-0.304750075
0.235313185,-0.234486073
-0.110751063,-0.044510562
-0.003822934,0.077831906
-0.173419103,-0.1907869
-0.003194141,-0.171424376
-0.219225373,-0.388158975
0.000270694,-0.040293862
-0.208094298,-0.173465423
-0.24644143,-0.190371843
-0.300151993,-0.316967017
0.325926277,-0.267189349
0.105741867,0.07269843
0.020612439,-0.050021217
-0.358562261,-0.110864621
0.172190626,0.125417229
-0.179253088,-0.377736935
0.231118646,-0.117456101
-0.172502087,-0.151028365
-0.104779086,-0.439713693
-0.046838863,0.136292152
-0.491973336,-0.319348562
-0.073696264,-0.369417785
0.257085104,0.043059238
-0.202457718,-0.121869399
-0.019050789,0.054948356
-0.14384999,0.271244602
-0.154049067,-0.352422277
0.063082983,-0.353200142
-0.058168634,-0.106961116
-0.425417665,-0.200254674
-0.060787888,0.04849123
-0.33183828,-0.392861396
-0.412657278,-0.392357026
-0.047518267,-0.158928473
-0.040221897,-0.033642281
-0.209941035,0.06465728
0.746431539,0.37491516
-0.194389682,-0.230386883
-0.352959519,-0.197534618
-0.293322797,-0.232730624
0.068212929,-0.113939118
-0.063678978,-0.279276442
-0.221324743,-0.154760543
-0.23114523,-0.051158906
-0.601073346,-0.566129299
0.408128414,-0.089327599
0.076698416,-0.015372639
-0.049853603,0.024332717
0.142154764,0.466874217
0.093492822,-0.083549137
-0.149005908,0.001431425
0.127268189,-0.043095779
0.371829628,0.185410149
0.119903684,0.032390572
-0.302453596,-0.081805457
-0.456560988,0.221366968
-0.152394519,0.043895425
0.046430822,-0.017708417
-0.498499438,-0.163184385
0.091070295,-0.096093384
-0.074032593,0.040055944
-0.143680507,-0.378224579
-0.202656457,-0.456634327
0.107350233,0.087430248
-0.23322218,-0.367662008
0.285816086,0.083005077
0.064010712,0.050163704
-0.266190144,-0.432259337
0.032883004,-0.115969474
0.007576854,-0.061485865
0.194854786,-0.178588452
0.003646838,0.011040532
-0.0891267,-0.285993187
0.013947145,-0.333400522
-0.289488164,-0.518000992
0.337608607,0.126076302
-0.115090042,-0.24430343
0.170470971,0.007099405
-0.351984926,-0.134268334
0.482480463,-0.390416274
0.084851122,-0.219152685
-0.529641096,-0.417865289
0.10266575,-0.152350816
0.441845774,0.122968026
-0.262279739,-0.319857596
-0.03001144,-0.025885472
0.063265533,0.061950084
0.070422362,0.041197816
0.098721497,-0.305217632
-0.201682884,-0.07824899
0.373645244,-0.098936713
-0.132474952,-0.193549335
-0.55720041,-0.073010134
-0.112979887,-0.278990021
0.185130225,-0.065396196
0.479559938,0.141433961
0.110838104,0.108646243
0.031702116,0.015633256
0.045159543,0.308151426
-0.135090695,-0.051618767
-0.19355186,0.37657911
0.343989261,0.101047368
-0.04831676,-0.130660952
-0.155328351,-0.147748779
-0.348930678,-0.338976336
0.0783668,-0.002288961
0.066244853,-0.231417925
-0.009324805,-0.114109746
0.371770236,0.131083804
-0.036762113,-0.374522683
-0.158576837,-0.202956578
-0.141982009,0.006326731
-0.084385846,-0.046294938
0.002495153,-0.171383003
-0.248327497,0.01621134
0.121881155,-0.001320343
0.246020605,0.102877653
-0.36488609,0.024109776
-0.38473312,-0.14084912
0.493414354,0.178028341
-0.148339518,-0.157998821
0.172714978,0.172325364
0.169425222,0.384796563
0.115661445,0.059065006
-0.459118357,-0.175240241
-0.19487878,-0.343452383
0.014232814,-0.175753199
-0.137269629,-0.279420918
-0.074728926,-0.259469103
-0.119564706,-0.087111697
0.314278483,0.042410452
-0.08903291,-0.020882634
-0.291487168,-0.09580971
-0.3455634,-0.242463209
-0.142393883,0.009339791
-0.448919264,-0.27646589
-0.314178016,-0.281374598
0.036477045,0.000623872
-0.11622012,-0.161704388
0.324074951,0.232580699
-0.447023119,-0.497163534
-0.387379175,-0.278138908
-0.475908064,-0.484178917
0.170502471,0.005743984
-0.000866484,-0.04756867
0.690177914,0.293849852
0.032661955,-0.020748916
0.101399883,0.097775209
0.270365716,-0.122789152
0.074696957,-0.120769062
0.055045126,-0.336750136
-0.090293868,-0.118901737
-0.206379214,-0.085226424
0.058199049,-0.123537903
0.061462332,0.020893568
0.01945864,-0.036759481
-0.291096624,-0.022583613
0.485966923,0.259681104
0.115733503,0.008613563
0.241795307,0.002520013
0.13956726,0.014837582
0.180300951,-0.009713464
-0.391868459,-0.434639587
-0.144876295,-0.064870518
-0.322829277,-0.12978692
0.025426637,-0.132065866
-0.336107604,-0.444020678
0.122963779,0.07293009
-0.483804831,-0.405252353
-0.180463262,-0.002217715
-0.064590825,-0.300364302
0.019796383,-0.133959296
-0.000637208,-0.066705272
0.099845977,-0.050127349
0.121098243,0.01771805
-0.059754632,-0.117967137
0.045684813,-0.512198547
0.369317514,-0.188922473
0.168749572,-0.055696236
0.014220578,-0.182348214
-0.059854057,0.390961531
0.103047845,0.012105897
-0.097743422,-0.172315306
0.034114889,-0.385263007
-0.150566622,-0.062451825
0.213160436,0.139000575
-0.170943328,-0.341000347
0.752702894,0.159563798
0.069726659,0.260984745
-0.116578934,-0.133674003
-0.176689204,-0.290741585
0.156777506,-0.064546389
-0.193416457,-0.108559293
-0.32194034,-0.325419558
-0.07732847,-0.083854628
0.146141678,-0.145940633
0.122228594,-0.019501771
-0.08254789,0.30148005
0.154524806,0.047532553
0.201031736,0.171161678
-0.04189004,0.194503658
-0.449140151,-0.210930114
-0.068135938,-0.119945517
-0.190851359,0.097543686
0.225841724,0.211014257
0.021175653,-0.225732691
0.173066896,-0.193110085
0.115176841,-0.094583913
0.461888314,0.373377274
-0.024976186,-0.317639659
-0.022762389,-0.114027312
-0.028768423,-0.064421666
-0.269909705,-0.101937425
-0.174546159,0.033683094
0.316113588,0.43677167
0.11015456,-0.089140792
0.024878611,-0.254619869
-0.358053694,-0.202671226
-0.246043831,-0.398296201
-0.298618066,-0.425764295
-0.201735695,-0.291177421
0.008724577,0.197176826
0.194207376,0.253089877
0.020131304,-0.21442048
-0.156876248,0.076145513
-0.350921567,-0.295236329
0.287399483,0.022057387
0.446624403,0.363675389
0.03943985,0.04905887
-0.149103182,-0.102046751
0.501755253,0.160488933
0.134498639,-0.218123939
0.067234889,0.141153489
-0.053180276,-0.223025302
-0.17510085,-0.070655026
0.213890318,0.375937483
-0.063664805,-0.126776603
0.528769256,0.623072879
-0.339764171,-0.162028138
0.228840614,-0.047067084
-0.197016676,-0.105984514
-0.139096305,-0.126676705
0.174311873,0.063697365
-0.132585353,-0.032180436
0.28940732,0.298457282
-0.03681684,0.052643079
0.036655924,-0.005998322
0.051487319,0.056407287
0.122502629,0.021108894
-0.239869771,-0.268317384
-0.411773542,-0.274651721
-0.102801051,-0.315948384
-0.071932761,-0.193967972
-0.077015491,-0.021488378
0.187932845,0.163520318
-0.281987232,-0.198881375
-0.009888968,-0.213805232
-0.22529498,-0.10704713
0.088224127,0.089218293
0.086290459,-0.031367223
-0.280159068,-0.169331756
-0.156187833,-0.094604097
0.126863264,-0.151028924
-0.115050399,-0.191347734
-0.530124838,-0.502407672
-0.061436168,0.055870356
-0.043404711,-0.2217058
-0.405980109,-0.137321685
-0.243934259,-0.339616827
-0.081613184,0.015477281
-0.049897483,-0.070650519
0.011127106,-0.230471048
0.105997167,0.149099802
-0.121038832,-0.027665611
0.345297515,0.293819494
-0.319892776,-0.39818095
0.495794002,0.19794403
0.071208742,0.025992573
-0.057165623,-0.234210962
-0.24023322,-0.394249496
-0.167292224,-0.167562372
-0.39509723,-0.35475804
0.161489341,0.024671976
-0.129170353,-0.135341822
-0.385489346,-0.336127394
-0.000888849,-0.063764253
-0.452905356,-0.314144021
0.046121716,0.054743618
0.02642278,0.030246911
-0.076661139,0.187489102
-0.23244516,-0.09132146
0.118361578,-0.027803215
0.044848418,-0.219940064
0.066870552,0.573177677
-0.111648513,-0.262219771
-0.224661202,-0.258134103
-0.409047427,-0.161505213
-0.010543028,-0.178009676
0.067658291,-0.261031725
-0.13470292,-0.259104071
0.028610444,-0.091107045
-0.023962733,0.005449403
0.159353933,-0.118353875
0.023764151,0.125207166
-0.258110382,-0.00749837
-0.359999825,-0.35183024
-0.282955263,-0.316189659
-0.074392765,-0.208767608
0.410011188,0.322793438
0.256785478,0.402524901
-0.0123605,0.042016295
-0.064672748,-0.121307972
-0.355520581,-0.430786701
-0.263114028,-0.473396023
-0.351793738,-0.41767085
-0.227522974,-0.242977034
-0.154972534,-0.384756162
-0.433182636,-0.498470573
-0.135534336,-0.306522294
-0.429060455,-0.021402883
0.120145097,0.265663819
-0.032922777,-0.216750116
-0.146081539,-0.020134114
-0.371343088,-0.058252304
0.15413738,-0.185404218
-0.113942111,-0.116267906
-0.085195559,-0.019741308
0.173278839,0.252837584
0.127013722,-0.065294966
-0.210281901,-0.283224168
-0.050150753,-0.148387332
-0.145120343,0.078526627
0.136872801,-0.014463089
-0.034359209,-0.013734807
-0.324569761,-0.204434509
0.004606174,0.035874109
0.381525721,0.436610748
0.137654228,0.012680406
-0.181440918,-0.31278229
0.133105937,-0.075415229
0.135931518,0.162601258
-0.295326074,-0.225287957
-0.019928986,0.191364594
-0.280506661,-0.297985941
-0.140063613,-0.256796586
-0.196480355,0.021832486
0.286510757,0.110066147
0.08321485,-0.066137762
0.129168517,-0.023675676
-0.322420503,-0.253798273
0.167630331,-0.094917304
0.314559765,-0.017906597
-0.17042416,-0.094370549
-0.021996783,0.452074644
-0.064561766,-0.161964704
-0.169915419,-0.372959764
-0.359955229,-0.022618515
0.177188075,-0.095125538
0.171400343,0.065746533
0.007055815,0.01289092
0.081029199,0.025326273
-0.159427854,-0.222980027
0.120904746,0.00149248
-0.078594282,-0.173573045
0.123646314,-0.127958263
0.169546527,0.126869499
-0.003190648,-0.016301785
-0.080941673,-0.0775012
0.264968133,0.056366981
-0.370199811,-0.237093639
-0.244426153,-0.327982088
0.487882982,0.227773797
0.008315704,-0.286505858
-0.326109581,-0.38448772
0.042984279,0.212674623
0.08709676,0.03286288
-0.011820898,-0.307729688
0.01711923,-0.22650511
0.319939109,0.020663848
0.054766368,-0.111180748
-0.072394042,-0.236358539
-0.198760452,-0.119298234
-0.084898302,-0.095135832
0.248206275,0.202715646
0.161003408,0.262863382
-0.115553391,0.066670236
0.014588273,-0.09933674
0.111381107,0.089823546
0.679061521,0.453430173
0.103801264,-0.102715664
0.314262613,-0.290077733
-0.019502584,-0.051111591
-0.02270979,-0.193932885
0.044448734,0.112898777
-0.520684986,-0.428974981
-0.247469494,-0.398397626
-0.128861067,-0.071227253
-0.162276689,0.168809868
-0.074993388,-0.07561051
-0.523254963,-0.45297533
-0.172265994,-0.257700191
-0.09394532,-0.134432625
-0.455276627,-0.490050865
0.015657331,-0.106492473
-0.036689478,-0.042428782
-0.153653388,-0.131526662
-0.024284667,-0.175121357
-0.032517128,-0.217333578
0.171001745,-0.096749498
-0.100867013,0.117256778
-0.218011313,-0.299157266
0.083141367,-0.110394604
0.269779128,0.101065826
0.123665852,0.015742802
0.104237434,0.04883528
0.127095798,-0.257812898
0.304098648,0.463686101
0.432379661,0.331345261
-0.006898414,0.161245946
0.158728919,0.06424802
-0.229958664,-0.315556645
0.148845618,0.0377607
-0.233435615,-0.014658004
0.076700521,0.047968284
-0.339008395,-0.424009387
-0.04155581,0.044408752
0.196489742,0.10478018
-0.326086526,-0.136941798
0.062220252,0.066501416
-0.034094002,0.114800514
-0.056790303,-0.068482146
0.087245194,0.062447392
-0.049969562,-0.050156455
0.10275125,-0.090332133
-0.249618794,0.024579303
-0.213517667,-0.262494467
0.306890946,0.023319068
0.024754884,0.078311274
0.493610885,0.411439608
0.039421318,0.111142978
0.049935075,-0.288190393
-0.021337063,0.231371744
0.060791796,-0.033861982
0.034260369,0.079911059
0.121714904,-0.07490227
-0.202309524,-0.224655368
0.143362199,-0.269535294
-0.179683555,-0.093412581
-0.229043651,-0.387753188
-0.256647537,-0.341493891
-0.206716315,-0.240737814
-0.02094061,-0.080148217
-0.101612638,-0.317332878
-0.081462859,0.264976394
-0.021557351,-0.373019091
0.13663923,0.016285224
-0.099396463,-0.15963003
-0.255946255,-0.388962011
0.004680926,0.094314553
-0.30649332,-0.332587361
0.14196045,-0.386269952
0.041189517,-0.105449168
0.031057816,-0.23156851
-0.273108711,-0.021157445
0.538370625,-0.290331373
0.280315978,-0.039383271
0.236441012,0.068742084
-0.083208125,0.117135715
-0.034011966,-0.035632471
0.029523364,0.002680655
-0.535932229,-0.313459781
0.260542641,0.167937583
-0.215657157,-0.174922788
-0.21135195,-0.213668528
-0.275098128,-0.187799594
0.315062157,0.242376234
-0.327015627,-0.215085754
0.318714542,0.365652621
-0.461839934,-0.211865253
-0.036630817,-0.264180279
-0.301307496,-0.401178551
-0.438877296,-0.318802511
-0.163716711,-0.078972531
-0.285709007,-0.473145851
0.120655796,0.12442662
0.340385459,-0.071428007
-0.023822615,-0.107646035
-0.093308192,-0.149608983
-0.16374018,-0.133959043
-0.463514972,-0.286624571
-0.359859672,-0.351904777
-0.529840129,-0.354411272
-0.103724868,-0.230359717
0.635584144,0.406293658
0.549563445,0.091338437
-0.190586588,-0.215664499
0.454770349,0.405237096
-0.21633828,-0.153379584
0.391391953,-0.021427191
-0.071423307,0.012715782
0.326104964,0.052549855
0.431575795,-0.104141834
-0.534890828,-0.342821468
-0.025596512,-0.163474934
0.208829075,0.012030453
0.073207876,-0.229239297
-0.267381552,-0.196028691
-0.140670403,-0.023780334
-0.142006344,-0.074020157
-0.049065517,0.057919748
0.049003699,-0.03285513
-0.111406854,-0.200093886
0.132592286,-0.237697344
0.007199178,-0.22136822
0.052350009,0.043033477
0.124080929,0.203472058
0.283448549,-0.203932939
-0.202251729,-0.267515773
0.212540209,0.214209908
-0.087725763,-0.028898033
0.354938823,-0.097142171
0.153855043,-0.123718355
-0.352402529,-0.187147544
-0.160576841,-0.251663479
-0.244595516,-0.224659131
0.165883807,-0.12224616
0.12133656,0.04509656
-0.262681132,-0.124723454
0.088133564,-0.260756834
-0.144295186,-0.207785599
-0.455720793,-0.369983497
-0.455682652,-0.264985032
-0.002561849,-0.015363856
-0.013148126,-0.246873312
0.122639261,0.028831661
0.085478629,-0.053691739
-0.198300821,-0.18903907
0.420445167,0.320262077
-0.151622178,-0.346055273
-0.358726575,-0.424813197
-0.410199114,-0.439136159
0.050393334,-0.132963642
0.144325082,0.270388694
0.190654349,0.24024558
-0.092758444,0.120979055
-0.033895069,0.306276553
-0.103548171,-0.364737945
0.153804427,0.039010809
-0.104719893,-0.331471194
-0.105713144,-0.238256141
-0.218359148,-0.110108574
0.370075502,-0.00099986
0.181772134,-0.314534082
-0.379736161,-0.310922356
0.21190506,-0.051285711
0.33110185,-0.190944126
0.003743926,0.199628243
-0.170271482,-0.067365547
-0.433822484,-0.743680575
0.169961769,-0.041587426
0.087874325,-0.137668729
-0.342302548,-0.006217442
0.057409874,-0.087340997
-0.078758042,-0.11625014
-0.177513318,-0.058930101
0.039763853,0.137439964
0.053467205,0.103110423
0.151160335,-0.157959992
-0.177285093,0.075725298
-0.056785865,-0.072916715
0.224333927,0.424793397
0.053185079,0.086328215
-0.138204397,-0.252347125
-0.237562734,-0.13203923
0.132466643,-0.043238098
-0.224230159,-0.13820926
-0.419721391,-0.273623848
-0.589663229,-0.239749901
-0.32559086,-0.330623363
0.151127425,-0.038712818
0.101842886,-0.025000483
0.067170532,0.108982609
-0.003179939,-0.18602096
-0.179497769,-0.136502912
0.087102145,-0.13752401
-0.19868687,-0.432096616
0.03098184,-0.037327287
0.016065036,0.261025828
-0.096046481,-0.210930882
-0.021524426,-0.190057807
0.246428295,0.265252863
-0.150313566,-0.420703713
-0.082696156,-0.199363588
0.120278617,0.151642003
0.165147264,0.284570454
-0.169547603,-0.496601294
0.254667442,-0.080023685
0.070672645,-0.01296647
0.027938535,0.276364034
-0.165865659,-0.179562702
-0.124152041,-0.168153602
-0.273734414,-0.117669065
0.20290777,-0.013289674
-0.130143719,-0.176356661
0.160382607,0.129985835
-0.151376376,-0.623182674
0.326037945,0.026542291
0.104345311,0.095644919
-0.568847575,-0.554209639
-0.029530698,0.11290077
-0.179238756,0.177107632
-0.227530555,0.034254874
0.195485891,0.039805524
-0.024126753,-0.016640723
0.167469083,0.06775628
0.265164847,0.273381595
-0.227069453,-0.124168695
0.215785388,0.280286308
0.320555538,0.052268469
-0.107566833,-0.074316771
-0.217284685,-0.180529315
-0.375014173,-0.194006585
-0.00031026,-0.346506659
-0.170962005,-0.052858729
0.260436611,-0.032129088
-0.499719542,-0.333516506
-0.072566197,-0.298780819
-0.195754575,-0.40067854
-0.174609259,-0.260845278
0.012289161,-0.078926881
-0.485267457,-0.479981501
0.179686783,0.015322109
0.060543699,0.166092838
0.06643471,-0.025677628
0.22917379,0.184318538
0.209404251,-0.192092442
0.212187447,0.097224949
-0.238055706,-0.126535349
-0.133291263,-0.061868448
0.017062932,-0.059720747
0.778331,0.593235448
0.302165844,0.058883768
-0.262936975,-0.459137292
0.051243511,0.019460053
-0.127560185,-0.139144396
-0.196068115,-0.407887567
-0.027099863,-0.088097495
0.259633527,0.163514127
-0.089303188,-0.112983609
-0.000903447,-0.001018272
-0.490784083,-0.244233329
-0.169669018,-0.403004984
0.271197134,0.394396548
-0.217007802,0.214502829
-0.030237614,0.042101447
-0.63905628,-0.301001765
-0.181297872,-0.364657279
-0.398078956,-0.530691665
0.016390995,0.055528539
0.01431991,0.134656249
-0.270776635,-0.194705923
-0.119945778,-0.241998587
-0.130371568,-0.219294392
0.016892359,-0.090960749
0.089062414,0.124930488
0.094185101,-0.038966082
-0.377283549,-0.284219786
0.01668566,0.152930317
0.284765519,0.127602835
-0.338572227,0.053687932
-0.263523563,-0.057304124
0.316095774,0.296487013
0.00222714,-0.156923747
-0.301960064,-0.472015563
-0.097393056,-0.145685884
-0.172865495,-0.227428868
-0.027541964,-0.180486614
0.023691318,0.066047394
-0.049672986,-0.063667674
-0.025139227,0.084768849
-0.009844668,-0.018332758
-0.169833939,-0.150654357
0.692857624,0.368132296
0.026384075,0.008746905
-0.037745959,-0.093978991
-0.208537257,-0.351567423
-0.380343044,-0.298504043
-0.244730429,-0.161725743
-0.253216092,-0.352843364
0.113940822,0.179396758
-0.143142272,-0.214047599
0.186792482,0.164761762
0.044255727,-0.221344724
-0.033023759,-0.144251387
-0.020492554,-0.156007526
-0.125764105,-0.359251425
-0.211909693,0.045476389
-0.007398973,-0.060813327
0.431909418,0.348327346
-0.318750015,-0.154009642
-0.226298125,-0.274197817
-0.107170629,-0.099153782
-0.104936971,-0.296071423
0.020025293,-0.090012608
0.219330712,0.074624147
-0.097708628,-0.110930863
-0.375924639,-0.219467116
-0.008099051,-0.024366084
0.306807144,-0.007802906
0.489643077,0.559565733
-0.130994001,-0.002344963
-0.11850641,-0.115330561
-0.263315564,-0.286297252
-0.101927253,0.161816891
0.247362045,0.011107809
-0.129103777,-0.185256428
-0.001422395,-0.047873456
-0.106449096,-0.329903547
-0.123575714,-0.13930726
-0.120954882,-0.229334824
0.007137264,0.212758543
0.288183137,0.405428653
-0.018621629,-0.128489056
-0.142595497,-0.250869037
-0.084836057,-0.284094365
0.075950616,0.006649644
-0.012984112,-0.090147187
0.108070313,0.02656016
0.072205522,-0.027581202
0.123688996,-0.428545164
0.188274643,0.309019404
-0.149304,-0.336075165
-0.559140023,-0.437331313
-0.409592388,-0.432111277
-0.157209831,-0.137062276
-0.347962614,-0.267625212
-0.040034368,-0.136132524
-0.074194318,0.035671818
-0.418449639,-0.329971028
0.013525932,-0.143507111
0.043144365,-0.04271339
0.073267022,-0.0360677
-0.259055633,-0.293599396
-0.387568853,-0.21150712
-0.174250214,-0.419952303
-0.283770203,-0.222850272
0.173823708,0.099152628
-0.414107739,-0.277544679
0.167986314,0.291620875
-0.187149676,-0.092747172
-0.083868401,-0.168551327
0.045144598,0.102087853
-0.061604025,-0.09074396
0.51002691,0.54154231
-0.084333659,-0.376604643
-0.152951635,-0.126249294
-0.259357117,-0.131442888
0.29290715,0.026989279
-0.487802722,-0.219194445
0.285104037,0.196689599
-0.16802799,-0.23439887
-0.387671563,-0.207773955
-0.028215301,-0.21269482
-0.1078312,-0.044342711
-0.482495627,-0.509771116
0.037694125,-0.126814737
-0.173077469,-0.006050628
0.145532946,0.015260095
-0.101909917,-0.349088847
0.114129649,0.048974827
-0.176204285,-0.032054013
0.277413806,-0.009458946
-0.228566892,-0.231746028
0.069929232,0.040509051
0.398581784,0.202473975
0.148040759,0.113238245
-0.4296039,-0.377678788
-0.094711561,-0.114107375
0.047375681,-0.048051054
0.109375248,-0.068383575
-0.04024056,0.084544991
-0.032156849,0.010743376
0.282987774,0.126963025
-0.126973783,-0.178516225
0.128158768,-0.068781212
-0.067815316,-0.285775282
-0.04972555,0.01912999
0.259346407,0.177602674
-0.308041855,-0.486390318
-0.078614182,-0.120276722
-0.036293635,0.293356284
-0.194242022,-0.294917017
-0.326489771,-0.343622059
-0.117377546,-0.158246907
0.160883378,0.025910694
-0.300763531,-0.166492668
-0.053910749,-0.051528346
-0.206239402,-0.269666068
-0.367682711,-0.214888035
-0.255107294,-0.067599781
-0.16383189,-0.398376032
0.115648598,0.201954314
0.005778704,-0.356567078
-0.223774181,-0.12802244
-0.44285627,-0.4764032
-0.005505974,0.042457412
-0.212769235,0.106788686
0.216199983,0.026962118
-0.104978421,-0.271294564
0.145811216,-0.07954754
0.15471612,0.10439918
0.151643395,0.106119109
0.122639539,0.087021699
0.415111536,0.188409373
-0.099732436,-0.133518915
-0.36771187,-0.228103689
0.144537992,0.243288861
-0.001783431,0.031337079
0.063275175,-0.219914474
-0.038771441,0.005421721
0.012410565,0.205142118
-0.057020412,-0.156582929
-0.148142931,-0.218797856
-0.416989815,-0.151288148
-0.1918198,0.100790464
0.03928481,-0.299056187
-0.293248333,0.041939309
-0.036109153,-0.050108604
0.202720059,-0.242090413
